EventTime,EventType,Event
,AGENT_TYPE,ExchangeAgent
2020-01-13 00:00:00.000452066,WHEN_MKT_OPEN,4716
2020-01-13 00:00:00.000452066,WHEN_MKT_CLOSE,4716
2020-01-13 00:00:00.000455078,WHEN_MKT_OPEN,4313
2020-01-13 00:00:00.000455078,WHEN_MKT_CLOSE,4313
2020-01-13 00:00:00.000459915,WHEN_MKT_OPEN,329
2020-01-13 00:00:00.000459915,WHEN_MKT_CLOSE,329
2020-01-13 00:00:00.000461865,WHEN_MKT_OPEN,4851
2020-01-13 00:00:00.000461865,WHEN_MKT_CLOSE,4851
2020-01-13 00:00:00.000468888,WHEN_MKT_OPEN,3875
2020-01-13 00:00:00.000468888,WHEN_MKT_CLOSE,3875
2020-01-13 00:00:00.000474211,WHEN_MKT_OPEN,3490
2020-01-13 00:00:00.000474211,WHEN_MKT_CLOSE,3490
2020-01-13 00:00:00.000474393,WHEN_MKT_OPEN,2687
2020-01-13 00:00:00.000474393,WHEN_MKT_CLOSE,2687
2020-01-13 00:00:00.000475218,WHEN_MKT_OPEN,1935
2020-01-13 00:00:00.000475218,WHEN_MKT_CLOSE,1935
2020-01-13 00:00:00.000475855,WHEN_MKT_OPEN,297
2020-01-13 00:00:00.000475855,WHEN_MKT_CLOSE,297
2020-01-13 00:00:00.000478614,WHEN_MKT_OPEN,2684
2020-01-13 00:00:00.000478614,WHEN_MKT_CLOSE,2684
2020-01-13 00:00:00.000480715,WHEN_MKT_OPEN,4571
2020-01-13 00:00:00.000480715,WHEN_MKT_CLOSE,4571
2020-01-13 00:00:00.000482653,WHEN_MKT_OPEN,4272
2020-01-13 00:00:00.000482653,WHEN_MKT_CLOSE,4272
2020-01-13 00:00:00.000483068,WHEN_MKT_OPEN,1515
2020-01-13 00:00:00.000483068,WHEN_MKT_CLOSE,1515
2020-01-13 00:00:00.000484156,WHEN_MKT_OPEN,3454
2020-01-13 00:00:00.000484156,WHEN_MKT_CLOSE,3454
2020-01-13 00:00:00.000487854,WHEN_MKT_OPEN,577
2020-01-13 00:00:00.000487854,WHEN_MKT_CLOSE,577
2020-01-13 00:00:00.000496789,WHEN_MKT_OPEN,4937
2020-01-13 00:00:00.000496789,WHEN_MKT_CLOSE,4937
2020-01-13 00:00:00.000508175,WHEN_MKT_OPEN,3067
2020-01-13 00:00:00.000508175,WHEN_MKT_CLOSE,3067
2020-01-13 00:00:00.000508479,WHEN_MKT_OPEN,4429
2020-01-13 00:00:00.000508479,WHEN_MKT_CLOSE,4429
2020-01-13 00:00:00.000514108,WHEN_MKT_OPEN,2467
2020-01-13 00:00:00.000514108,WHEN_MKT_CLOSE,2467
2020-01-13 00:00:00.000515610,WHEN_MKT_OPEN,4894
2020-01-13 00:00:00.000515610,WHEN_MKT_CLOSE,4894
2020-01-13 00:00:00.000516265,WHEN_MKT_OPEN,1152
2020-01-13 00:00:00.000516265,WHEN_MKT_CLOSE,1152
2020-01-13 00:00:00.000516922,WHEN_MKT_OPEN,2777
2020-01-13 00:00:00.000516922,WHEN_MKT_CLOSE,2777
2020-01-13 00:00:00.000518761,WHEN_MKT_OPEN,4906
2020-01-13 00:00:00.000518761,WHEN_MKT_CLOSE,4906
2020-01-13 00:00:00.000519087,WHEN_MKT_OPEN,2818
2020-01-13 00:00:00.000519087,WHEN_MKT_CLOSE,2818
2020-01-13 00:00:00.000521063,WHEN_MKT_OPEN,298
2020-01-13 00:00:00.000521063,WHEN_MKT_CLOSE,298
2020-01-13 00:00:00.000523685,WHEN_MKT_OPEN,1670
2020-01-13 00:00:00.000523685,WHEN_MKT_CLOSE,1670
2020-01-13 00:00:00.000524035,WHEN_MKT_OPEN,15
2020-01-13 00:00:00.000524035,WHEN_MKT_CLOSE,15
2020-01-13 00:00:00.000530613,WHEN_MKT_OPEN,592
2020-01-13 00:00:00.000530613,WHEN_MKT_CLOSE,592
2020-01-13 00:00:00.000536956,WHEN_MKT_OPEN,3038
2020-01-13 00:00:00.000536956,WHEN_MKT_CLOSE,3038
2020-01-13 00:00:00.000537754,WHEN_MKT_OPEN,2060
2020-01-13 00:00:00.000537754,WHEN_MKT_CLOSE,2060
2020-01-13 00:00:00.000538688,WHEN_MKT_OPEN,4499
2020-01-13 00:00:00.000538688,WHEN_MKT_CLOSE,4499
2020-01-13 00:00:00.000541585,WHEN_MKT_OPEN,125
2020-01-13 00:00:00.000541585,WHEN_MKT_CLOSE,125
2020-01-13 00:00:00.000550855,WHEN_MKT_OPEN,3290
2020-01-13 00:00:00.000550855,WHEN_MKT_CLOSE,3290
2020-01-13 00:00:00.000552049,WHEN_MKT_OPEN,1820
2020-01-13 00:00:00.000552049,WHEN_MKT_CLOSE,1820
2020-01-13 00:00:00.000555527,WHEN_MKT_OPEN,1461
2020-01-13 00:00:00.000555527,WHEN_MKT_CLOSE,1461
2020-01-13 00:00:00.000556115,WHEN_MKT_OPEN,22
2020-01-13 00:00:00.000556115,WHEN_MKT_CLOSE,22
2020-01-13 00:00:00.000561141,WHEN_MKT_OPEN,3381
2020-01-13 00:00:00.000561141,WHEN_MKT_CLOSE,3381
2020-01-13 00:00:00.000562234,WHEN_MKT_OPEN,2318
2020-01-13 00:00:00.000562234,WHEN_MKT_CLOSE,2318
2020-01-13 00:00:00.000568337,WHEN_MKT_OPEN,444
2020-01-13 00:00:00.000568337,WHEN_MKT_CLOSE,444
2020-01-13 00:00:00.000568938,WHEN_MKT_OPEN,1708
2020-01-13 00:00:00.000568938,WHEN_MKT_CLOSE,1708
2020-01-13 00:00:00.000569092,WHEN_MKT_OPEN,648
2020-01-13 00:00:00.000569092,WHEN_MKT_CLOSE,648
2020-01-13 00:00:00.000573801,WHEN_MKT_OPEN,3189
2020-01-13 00:00:00.000573801,WHEN_MKT_CLOSE,3189
2020-01-13 00:00:00.000575023,WHEN_MKT_OPEN,2321
2020-01-13 00:00:00.000575023,WHEN_MKT_CLOSE,2321
2020-01-13 00:00:00.000579174,WHEN_MKT_OPEN,336
2020-01-13 00:00:00.000579174,WHEN_MKT_CLOSE,336
2020-01-13 00:00:00.000581286,WHEN_MKT_OPEN,843
2020-01-13 00:00:00.000581286,WHEN_MKT_CLOSE,843
2020-01-13 00:00:00.000581631,WHEN_MKT_OPEN,2161
2020-01-13 00:00:00.000581631,WHEN_MKT_CLOSE,2161
2020-01-13 00:00:00.000584913,WHEN_MKT_OPEN,2206
2020-01-13 00:00:00.000584913,WHEN_MKT_CLOSE,2206
2020-01-13 00:00:00.000594601,WHEN_MKT_OPEN,1285
2020-01-13 00:00:00.000594601,WHEN_MKT_CLOSE,1285
2020-01-13 00:00:00.000596242,WHEN_MKT_OPEN,542
2020-01-13 00:00:00.000596242,WHEN_MKT_CLOSE,542
2020-01-13 00:00:00.000599906,WHEN_MKT_OPEN,2300
2020-01-13 00:00:00.000599906,WHEN_MKT_CLOSE,2300
2020-01-13 00:00:00.000612511,WHEN_MKT_OPEN,3512
2020-01-13 00:00:00.000612511,WHEN_MKT_CLOSE,3512
2020-01-13 00:00:00.000614285,WHEN_MKT_OPEN,656
2020-01-13 00:00:00.000614285,WHEN_MKT_CLOSE,656
2020-01-13 00:00:00.000615466,WHEN_MKT_OPEN,470
2020-01-13 00:00:00.000615466,WHEN_MKT_CLOSE,470
2020-01-13 00:00:00.000616369,WHEN_MKT_OPEN,4452
2020-01-13 00:00:00.000616369,WHEN_MKT_CLOSE,4452
2020-01-13 00:00:00.000620115,WHEN_MKT_OPEN,1240
2020-01-13 00:00:00.000620115,WHEN_MKT_CLOSE,1240
2020-01-13 00:00:00.000621552,WHEN_MKT_OPEN,2370
2020-01-13 00:00:00.000621552,WHEN_MKT_CLOSE,2370
2020-01-13 00:00:00.000624723,WHEN_MKT_OPEN,1555
2020-01-13 00:00:00.000624723,WHEN_MKT_CLOSE,1555
2020-01-13 00:00:00.000627361,WHEN_MKT_OPEN,925
2020-01-13 00:00:00.000627361,WHEN_MKT_CLOSE,925
2020-01-13 00:00:00.000631917,WHEN_MKT_OPEN,2330
2020-01-13 00:00:00.000631917,WHEN_MKT_CLOSE,2330
2020-01-13 00:00:00.000633565,WHEN_MKT_OPEN,2801
2020-01-13 00:00:00.000633565,WHEN_MKT_CLOSE,2801
2020-01-13 00:00:00.000633616,WHEN_MKT_OPEN,1107
2020-01-13 00:00:00.000633616,WHEN_MKT_CLOSE,1107
2020-01-13 00:00:00.000644198,WHEN_MKT_OPEN,3064
2020-01-13 00:00:00.000644198,WHEN_MKT_CLOSE,3064
2020-01-13 00:00:00.000651518,WHEN_MKT_OPEN,3420
2020-01-13 00:00:00.000651518,WHEN_MKT_CLOSE,3420
2020-01-13 00:00:00.000653537,WHEN_MKT_OPEN,2575
2020-01-13 00:00:00.000653537,WHEN_MKT_CLOSE,2575
2020-01-13 00:00:00.000656972,WHEN_MKT_OPEN,40
2020-01-13 00:00:00.000656972,WHEN_MKT_CLOSE,40
2020-01-13 00:00:00.000659576,WHEN_MKT_OPEN,4390
2020-01-13 00:00:00.000659576,WHEN_MKT_CLOSE,4390
2020-01-13 00:00:00.000664903,WHEN_MKT_OPEN,5099
2020-01-13 00:00:00.000664903,WHEN_MKT_CLOSE,5099
2020-01-13 00:00:00.000665435,WHEN_MKT_OPEN,4663
2020-01-13 00:00:00.000665435,WHEN_MKT_CLOSE,4663
2020-01-13 00:00:00.000670846,WHEN_MKT_OPEN,5101
2020-01-13 00:00:00.000670846,WHEN_MKT_CLOSE,5101
2020-01-13 00:00:00.000672928,WHEN_MKT_OPEN,3612
2020-01-13 00:00:00.000672928,WHEN_MKT_CLOSE,3612
2020-01-13 00:00:00.000674415,WHEN_MKT_OPEN,3107
2020-01-13 00:00:00.000674415,WHEN_MKT_CLOSE,3107
2020-01-13 00:00:00.000680849,WHEN_MKT_OPEN,1823
2020-01-13 00:00:00.000680849,WHEN_MKT_CLOSE,1823
2020-01-13 00:00:00.000686083,WHEN_MKT_OPEN,1027
2020-01-13 00:00:00.000686083,WHEN_MKT_CLOSE,1027
2020-01-13 00:00:00.000694496,WHEN_MKT_OPEN,770
2020-01-13 00:00:00.000694496,WHEN_MKT_CLOSE,770
2020-01-13 00:00:00.000694788,WHEN_MKT_OPEN,1595
2020-01-13 00:00:00.000694788,WHEN_MKT_CLOSE,1595
2020-01-13 00:00:00.000696485,WHEN_MKT_OPEN,1822
2020-01-13 00:00:00.000696485,WHEN_MKT_CLOSE,1822
2020-01-13 00:00:00.000698736,WHEN_MKT_OPEN,1975
2020-01-13 00:00:00.000698736,WHEN_MKT_CLOSE,1975
2020-01-13 00:00:00.000699769,WHEN_MKT_OPEN,3997
2020-01-13 00:00:00.000699769,WHEN_MKT_CLOSE,3997
2020-01-13 00:00:00.000701927,WHEN_MKT_OPEN,256
2020-01-13 00:00:00.000701927,WHEN_MKT_CLOSE,256
2020-01-13 00:00:00.000704712,WHEN_MKT_OPEN,2700
2020-01-13 00:00:00.000704712,WHEN_MKT_CLOSE,2700
2020-01-13 00:00:00.000706916,WHEN_MKT_OPEN,2164
2020-01-13 00:00:00.000706916,WHEN_MKT_CLOSE,2164
2020-01-13 00:00:00.000707332,WHEN_MKT_OPEN,1784
2020-01-13 00:00:00.000707332,WHEN_MKT_CLOSE,1784
2020-01-13 00:00:00.000707461,WHEN_MKT_OPEN,534
2020-01-13 00:00:00.000707461,WHEN_MKT_CLOSE,534
2020-01-13 00:00:00.000710689,WHEN_MKT_OPEN,3907
2020-01-13 00:00:00.000710689,WHEN_MKT_CLOSE,3907
2020-01-13 00:00:00.000713359,WHEN_MKT_OPEN,373
2020-01-13 00:00:00.000713359,WHEN_MKT_CLOSE,373
2020-01-13 00:00:00.000714143,WHEN_MKT_OPEN,4004
2020-01-13 00:00:00.000714143,WHEN_MKT_CLOSE,4004
2020-01-13 00:00:00.000719090,WHEN_MKT_OPEN,2629
2020-01-13 00:00:00.000719090,WHEN_MKT_CLOSE,2629
2020-01-13 00:00:00.000721426,WHEN_MKT_OPEN,4620
2020-01-13 00:00:00.000721426,WHEN_MKT_CLOSE,4620
2020-01-13 00:00:00.000722650,WHEN_MKT_OPEN,2764
2020-01-13 00:00:00.000722650,WHEN_MKT_CLOSE,2764
2020-01-13 00:00:00.000723832,WHEN_MKT_OPEN,1378
2020-01-13 00:00:00.000723832,WHEN_MKT_CLOSE,1378
2020-01-13 00:00:00.000727627,WHEN_MKT_OPEN,93
2020-01-13 00:00:00.000727627,WHEN_MKT_CLOSE,93
2020-01-13 00:00:00.000732056,WHEN_MKT_OPEN,2556
2020-01-13 00:00:00.000732056,WHEN_MKT_CLOSE,2556
2020-01-13 00:00:00.000735083,WHEN_MKT_OPEN,912
2020-01-13 00:00:00.000735083,WHEN_MKT_CLOSE,912
2020-01-13 00:00:00.000741829,WHEN_MKT_OPEN,3573
2020-01-13 00:00:00.000741829,WHEN_MKT_CLOSE,3573
2020-01-13 00:00:00.000743908,WHEN_MKT_OPEN,2518
2020-01-13 00:00:00.000743908,WHEN_MKT_CLOSE,2518
2020-01-13 00:00:00.000745091,WHEN_MKT_OPEN,2420
2020-01-13 00:00:00.000745091,WHEN_MKT_CLOSE,2420
2020-01-13 00:00:00.000748517,WHEN_MKT_OPEN,593
2020-01-13 00:00:00.000748517,WHEN_MKT_CLOSE,593
2020-01-13 00:00:00.000751147,WHEN_MKT_OPEN,3316
2020-01-13 00:00:00.000751147,WHEN_MKT_CLOSE,3316
2020-01-13 00:00:00.000751290,WHEN_MKT_OPEN,1953
2020-01-13 00:00:00.000751290,WHEN_MKT_CLOSE,1953
2020-01-13 00:00:00.000751391,WHEN_MKT_OPEN,2226
2020-01-13 00:00:00.000751391,WHEN_MKT_CLOSE,2226
2020-01-13 00:00:00.000752427,WHEN_MKT_OPEN,700
2020-01-13 00:00:00.000752427,WHEN_MKT_CLOSE,700
2020-01-13 00:00:00.000755623,WHEN_MKT_OPEN,737
2020-01-13 00:00:00.000755623,WHEN_MKT_CLOSE,737
2020-01-13 00:00:00.000756590,WHEN_MKT_OPEN,1292
2020-01-13 00:00:00.000756590,WHEN_MKT_CLOSE,1292
2020-01-13 00:00:00.000758498,WHEN_MKT_OPEN,2323
2020-01-13 00:00:00.000758498,WHEN_MKT_CLOSE,2323
2020-01-13 00:00:00.000759527,WHEN_MKT_OPEN,4857
2020-01-13 00:00:00.000759527,WHEN_MKT_CLOSE,4857
2020-01-13 00:00:00.000762577,WHEN_MKT_OPEN,1680
2020-01-13 00:00:00.000762577,WHEN_MKT_CLOSE,1680
2020-01-13 00:00:00.000763521,WHEN_MKT_OPEN,3173
2020-01-13 00:00:00.000763521,WHEN_MKT_CLOSE,3173
2020-01-13 00:00:00.000764575,WHEN_MKT_OPEN,741
2020-01-13 00:00:00.000764575,WHEN_MKT_CLOSE,741
2020-01-13 00:00:00.000765514,WHEN_MKT_OPEN,1337
2020-01-13 00:00:00.000765514,WHEN_MKT_CLOSE,1337
2020-01-13 00:00:00.000767813,WHEN_MKT_OPEN,1176
2020-01-13 00:00:00.000767813,WHEN_MKT_CLOSE,1176
2020-01-13 00:00:00.000768816,WHEN_MKT_OPEN,3104
2020-01-13 00:00:00.000768816,WHEN_MKT_CLOSE,3104
2020-01-13 00:00:00.000769024,WHEN_MKT_OPEN,286
2020-01-13 00:00:00.000769024,WHEN_MKT_CLOSE,286
2020-01-13 00:00:00.000771252,WHEN_MKT_OPEN,3126
2020-01-13 00:00:00.000771252,WHEN_MKT_CLOSE,3126
2020-01-13 00:00:00.000774013,WHEN_MKT_OPEN,2624
2020-01-13 00:00:00.000774013,WHEN_MKT_CLOSE,2624
2020-01-13 00:00:00.000774057,WHEN_MKT_OPEN,3626
2020-01-13 00:00:00.000774057,WHEN_MKT_CLOSE,3626
2020-01-13 00:00:00.000776977,WHEN_MKT_OPEN,1418
2020-01-13 00:00:00.000776977,WHEN_MKT_CLOSE,1418
2020-01-13 00:00:00.000777898,WHEN_MKT_OPEN,450
2020-01-13 00:00:00.000777898,WHEN_MKT_CLOSE,450
2020-01-13 00:00:00.000779051,WHEN_MKT_OPEN,4918
2020-01-13 00:00:00.000779051,WHEN_MKT_CLOSE,4918
2020-01-13 00:00:00.000779393,WHEN_MKT_OPEN,1495
2020-01-13 00:00:00.000779393,WHEN_MKT_CLOSE,1495
2020-01-13 00:00:00.000781357,WHEN_MKT_OPEN,4774
2020-01-13 00:00:00.000781357,WHEN_MKT_CLOSE,4774
2020-01-13 00:00:00.000783323,WHEN_MKT_OPEN,1119
2020-01-13 00:00:00.000783323,WHEN_MKT_CLOSE,1119
2020-01-13 00:00:00.000792669,WHEN_MKT_OPEN,2331
2020-01-13 00:00:00.000792669,WHEN_MKT_CLOSE,2331
2020-01-13 00:00:00.000793845,WHEN_MKT_OPEN,5038
2020-01-13 00:00:00.000793845,WHEN_MKT_CLOSE,5038
2020-01-13 00:00:00.000797026,WHEN_MKT_OPEN,1972
2020-01-13 00:00:00.000797026,WHEN_MKT_CLOSE,1972
2020-01-13 00:00:00.000801248,WHEN_MKT_OPEN,4809
2020-01-13 00:00:00.000801248,WHEN_MKT_CLOSE,4809
2020-01-13 00:00:00.000804033,WHEN_MKT_OPEN,2603
2020-01-13 00:00:00.000804033,WHEN_MKT_CLOSE,2603
2020-01-13 00:00:00.000804613,WHEN_MKT_OPEN,4381
2020-01-13 00:00:00.000804613,WHEN_MKT_CLOSE,4381
2020-01-13 00:00:00.000807209,WHEN_MKT_OPEN,2395
2020-01-13 00:00:00.000807209,WHEN_MKT_CLOSE,2395
2020-01-13 00:00:00.000811469,WHEN_MKT_OPEN,3231
2020-01-13 00:00:00.000811469,WHEN_MKT_CLOSE,3231
2020-01-13 00:00:00.000813070,WHEN_MKT_OPEN,4541
2020-01-13 00:00:00.000813070,WHEN_MKT_CLOSE,4541
2020-01-13 00:00:00.000813186,WHEN_MKT_OPEN,1932
2020-01-13 00:00:00.000813186,WHEN_MKT_CLOSE,1932
2020-01-13 00:00:00.000816710,WHEN_MKT_OPEN,3952
2020-01-13 00:00:00.000816710,WHEN_MKT_CLOSE,3952
2020-01-13 00:00:00.000817277,WHEN_MKT_OPEN,2937
2020-01-13 00:00:00.000817277,WHEN_MKT_CLOSE,2937
2020-01-13 00:00:00.000818488,WHEN_MKT_OPEN,4117
2020-01-13 00:00:00.000818488,WHEN_MKT_CLOSE,4117
2020-01-13 00:00:00.000823198,WHEN_MKT_OPEN,1036
2020-01-13 00:00:00.000823198,WHEN_MKT_CLOSE,1036
2020-01-13 00:00:00.000829511,WHEN_MKT_OPEN,439
2020-01-13 00:00:00.000829511,WHEN_MKT_CLOSE,439
2020-01-13 00:00:00.000829778,WHEN_MKT_OPEN,498
2020-01-13 00:00:00.000829778,WHEN_MKT_CLOSE,498
2020-01-13 00:00:00.000830731,WHEN_MKT_OPEN,1431
2020-01-13 00:00:00.000830731,WHEN_MKT_CLOSE,1431
2020-01-13 00:00:00.000831923,WHEN_MKT_OPEN,4388
2020-01-13 00:00:00.000831923,WHEN_MKT_CLOSE,4388
2020-01-13 00:00:00.000834839,WHEN_MKT_OPEN,1760
2020-01-13 00:00:00.000834839,WHEN_MKT_CLOSE,1760
2020-01-13 00:00:00.000839072,WHEN_MKT_OPEN,2573
2020-01-13 00:00:00.000839072,WHEN_MKT_CLOSE,2573
2020-01-13 00:00:00.000841611,WHEN_MKT_OPEN,4705
2020-01-13 00:00:00.000841611,WHEN_MKT_CLOSE,4705
2020-01-13 00:00:00.000853210,WHEN_MKT_OPEN,4377
2020-01-13 00:00:00.000853210,WHEN_MKT_CLOSE,4377
2020-01-13 00:00:00.000854926,WHEN_MKT_OPEN,809
2020-01-13 00:00:00.000854926,WHEN_MKT_CLOSE,809
2020-01-13 00:00:00.000855995,WHEN_MKT_OPEN,3722
2020-01-13 00:00:00.000855995,WHEN_MKT_CLOSE,3722
2020-01-13 00:00:00.000856597,WHEN_MKT_OPEN,1580
2020-01-13 00:00:00.000856597,WHEN_MKT_CLOSE,1580
2020-01-13 00:00:00.000857315,WHEN_MKT_OPEN,4392
2020-01-13 00:00:00.000857315,WHEN_MKT_CLOSE,4392
2020-01-13 00:00:00.000862194,WHEN_MKT_OPEN,4882
2020-01-13 00:00:00.000862194,WHEN_MKT_CLOSE,4882
2020-01-13 00:00:00.000862231,WHEN_MKT_OPEN,2714
2020-01-13 00:00:00.000862231,WHEN_MKT_CLOSE,2714
2020-01-13 00:00:00.000865509,WHEN_MKT_OPEN,4101
2020-01-13 00:00:00.000865509,WHEN_MKT_CLOSE,4101
2020-01-13 00:00:00.000868621,WHEN_MKT_OPEN,4760
2020-01-13 00:00:00.000868621,WHEN_MKT_CLOSE,4760
2020-01-13 00:00:00.000868645,WHEN_MKT_OPEN,4877
2020-01-13 00:00:00.000868645,WHEN_MKT_CLOSE,4877
2020-01-13 00:00:00.000868921,WHEN_MKT_OPEN,714
2020-01-13 00:00:00.000868921,WHEN_MKT_CLOSE,714
2020-01-13 00:00:00.000869365,WHEN_MKT_OPEN,3951
2020-01-13 00:00:00.000869365,WHEN_MKT_CLOSE,3951
2020-01-13 00:00:00.000880078,WHEN_MKT_OPEN,5100
2020-01-13 00:00:00.000880078,WHEN_MKT_CLOSE,5100
2020-01-13 00:00:00.000882052,WHEN_MKT_OPEN,2025
2020-01-13 00:00:00.000882052,WHEN_MKT_CLOSE,2025
2020-01-13 00:00:00.000884137,WHEN_MKT_OPEN,4945
2020-01-13 00:00:00.000884137,WHEN_MKT_CLOSE,4945
2020-01-13 00:00:00.000885821,WHEN_MKT_OPEN,1352
2020-01-13 00:00:00.000885821,WHEN_MKT_CLOSE,1352
2020-01-13 00:00:00.000887284,WHEN_MKT_OPEN,4847
2020-01-13 00:00:00.000887284,WHEN_MKT_CLOSE,4847
2020-01-13 00:00:00.000892634,WHEN_MKT_OPEN,1090
2020-01-13 00:00:00.000892634,WHEN_MKT_CLOSE,1090
2020-01-13 00:00:00.000893642,WHEN_MKT_OPEN,3294
2020-01-13 00:00:00.000893642,WHEN_MKT_CLOSE,3294
2020-01-13 00:00:00.000896858,WHEN_MKT_OPEN,4245
2020-01-13 00:00:00.000896858,WHEN_MKT_CLOSE,4245
2020-01-13 00:00:00.000897554,WHEN_MKT_OPEN,4108
2020-01-13 00:00:00.000897554,WHEN_MKT_CLOSE,4108
2020-01-13 00:00:00.000898973,WHEN_MKT_OPEN,3909
2020-01-13 00:00:00.000898973,WHEN_MKT_CLOSE,3909
2020-01-13 00:00:00.000901863,WHEN_MKT_OPEN,4220
2020-01-13 00:00:00.000901863,WHEN_MKT_CLOSE,4220
2020-01-13 00:00:00.000905578,WHEN_MKT_OPEN,4121
2020-01-13 00:00:00.000905578,WHEN_MKT_CLOSE,4121
2020-01-13 00:00:00.000907936,WHEN_MKT_OPEN,4158
2020-01-13 00:00:00.000907936,WHEN_MKT_CLOSE,4158
2020-01-13 00:00:00.000908084,WHEN_MKT_OPEN,4454
2020-01-13 00:00:00.000908084,WHEN_MKT_CLOSE,4454
2020-01-13 00:00:00.000908826,WHEN_MKT_OPEN,1068
2020-01-13 00:00:00.000908826,WHEN_MKT_CLOSE,1068
2020-01-13 00:00:00.000910382,WHEN_MKT_OPEN,4438
2020-01-13 00:00:00.000910382,WHEN_MKT_CLOSE,4438
2020-01-13 00:00:00.000915693,WHEN_MKT_OPEN,3545
2020-01-13 00:00:00.000915693,WHEN_MKT_CLOSE,3545
2020-01-13 00:00:00.000917262,WHEN_MKT_OPEN,5
2020-01-13 00:00:00.000917262,WHEN_MKT_CLOSE,5
2020-01-13 00:00:00.000919605,WHEN_MKT_OPEN,3615
2020-01-13 00:00:00.000919605,WHEN_MKT_CLOSE,3615
2020-01-13 00:00:00.000921225,WHEN_MKT_OPEN,2454
2020-01-13 00:00:00.000921225,WHEN_MKT_CLOSE,2454
2020-01-13 00:00:00.000921733,WHEN_MKT_OPEN,529
2020-01-13 00:00:00.000921733,WHEN_MKT_CLOSE,529
2020-01-13 00:00:00.000922270,WHEN_MKT_OPEN,1238
2020-01-13 00:00:00.000922270,WHEN_MKT_CLOSE,1238
2020-01-13 00:00:00.000924406,WHEN_MKT_OPEN,4372
2020-01-13 00:00:00.000924406,WHEN_MKT_CLOSE,4372
2020-01-13 00:00:00.000924634,WHEN_MKT_OPEN,719
2020-01-13 00:00:00.000924634,WHEN_MKT_CLOSE,719
2020-01-13 00:00:00.000929881,WHEN_MKT_OPEN,2090
2020-01-13 00:00:00.000929881,WHEN_MKT_CLOSE,2090
2020-01-13 00:00:00.000936346,WHEN_MKT_OPEN,878
2020-01-13 00:00:00.000936346,WHEN_MKT_CLOSE,878
2020-01-13 00:00:00.000940897,WHEN_MKT_OPEN,421
2020-01-13 00:00:00.000940897,WHEN_MKT_CLOSE,421
2020-01-13 00:00:00.000943283,WHEN_MKT_OPEN,1739
2020-01-13 00:00:00.000943283,WHEN_MKT_CLOSE,1739
2020-01-13 00:00:00.000943571,WHEN_MKT_OPEN,3984
2020-01-13 00:00:00.000943571,WHEN_MKT_CLOSE,3984
2020-01-13 00:00:00.000946018,WHEN_MKT_OPEN,409
2020-01-13 00:00:00.000946018,WHEN_MKT_CLOSE,409
2020-01-13 00:00:00.000947668,WHEN_MKT_OPEN,4584
2020-01-13 00:00:00.000947668,WHEN_MKT_CLOSE,4584
2020-01-13 00:00:00.000948941,WHEN_MKT_OPEN,4317
2020-01-13 00:00:00.000948941,WHEN_MKT_CLOSE,4317
2020-01-13 00:00:00.000955087,WHEN_MKT_OPEN,2546
2020-01-13 00:00:00.000955087,WHEN_MKT_CLOSE,2546
2020-01-13 00:00:00.000955277,WHEN_MKT_OPEN,2713
2020-01-13 00:00:00.000955277,WHEN_MKT_CLOSE,2713
2020-01-13 00:00:00.000958309,WHEN_MKT_OPEN,3838
2020-01-13 00:00:00.000958309,WHEN_MKT_CLOSE,3838
2020-01-13 00:00:00.000960134,WHEN_MKT_OPEN,3134
2020-01-13 00:00:00.000960134,WHEN_MKT_CLOSE,3134
2020-01-13 00:00:00.000962424,WHEN_MKT_OPEN,4315
2020-01-13 00:00:00.000962424,WHEN_MKT_CLOSE,4315
2020-01-13 00:00:00.000963200,WHEN_MKT_OPEN,949
2020-01-13 00:00:00.000963200,WHEN_MKT_CLOSE,949
2020-01-13 00:00:00.000967227,WHEN_MKT_OPEN,2859
2020-01-13 00:00:00.000967227,WHEN_MKT_CLOSE,2859
2020-01-13 00:00:00.000972838,WHEN_MKT_OPEN,4912
2020-01-13 00:00:00.000972838,WHEN_MKT_CLOSE,4912
2020-01-13 00:00:00.000976372,WHEN_MKT_OPEN,1404
2020-01-13 00:00:00.000976372,WHEN_MKT_CLOSE,1404
2020-01-13 00:00:00.000977291,WHEN_MKT_OPEN,3753
2020-01-13 00:00:00.000977291,WHEN_MKT_CLOSE,3753
2020-01-13 00:00:00.000979367,WHEN_MKT_OPEN,4732
2020-01-13 00:00:00.000979367,WHEN_MKT_CLOSE,4732
2020-01-13 00:00:00.000985007,WHEN_MKT_OPEN,2931
2020-01-13 00:00:00.000985007,WHEN_MKT_CLOSE,2931
2020-01-13 00:00:00.000996579,WHEN_MKT_OPEN,606
2020-01-13 00:00:00.000996579,WHEN_MKT_CLOSE,606
2020-01-13 00:00:00.000999022,WHEN_MKT_OPEN,554
2020-01-13 00:00:00.000999022,WHEN_MKT_CLOSE,554
2020-01-13 00:00:00.000999426,WHEN_MKT_OPEN,1618
2020-01-13 00:00:00.000999426,WHEN_MKT_CLOSE,1618
2020-01-13 00:00:00.001000095,WHEN_MKT_OPEN,2108
2020-01-13 00:00:00.001000095,WHEN_MKT_CLOSE,2108
2020-01-13 00:00:00.001002251,WHEN_MKT_OPEN,794
2020-01-13 00:00:00.001002251,WHEN_MKT_CLOSE,794
2020-01-13 00:00:00.001004398,WHEN_MKT_OPEN,2537
