FundamentalTime,FundamentalValue
2020-01-13 09:33:18.419835503,100013.0
2020-01-13 09:33:18.466162102,100013.0
2020-01-13 09:33:18.527699533,100013.0
2020-01-13 09:33:18.743543130,100013.0
2020-01-13 09:33:19.039267054,100013.0
2020-01-13 09:33:19.251330872,100014.0
2020-01-13 09:33:19.860625913,100006.0
2020-01-13 09:33:20.602943150,100002.0
2020-01-13 09:33:20.654506926,100002.0
2020-01-13 09:33:21.117495263,99999.0
2020-01-13 09:33:21.210111587,99999.0
2020-01-13 09:33:21.234110742,99999.0
2020-01-13 09:33:21.406696389,99997.0
2020-01-13 09:33:21.553134954,99995.0
2020-01-13 09:33:21.863502534,99993.0
2020-01-13 09:33:21.882972232,99993.0
2020-01-13 09:33:22.289055124,99993.0
2020-01-13 09:33:22.371364899,99993.0
2020-01-13 09:33:22.464106760,99993.0
2020-01-13 09:33:23.065779153,99987.0
2020-01-13 09:33:23.268300839,99985.0
2020-01-13 09:33:23.551223144,99984.0
2020-01-13 09:33:23.672129090,99985.0
2020-01-13 09:33:23.682832567,99985.0
2020-01-13 09:33:23.770837893,99986.0
2020-01-13 09:33:23.857683319,99988.0
2020-01-13 09:33:23.941097420,99989.0
2020-01-13 09:33:24.092010418,99989.0
2020-01-13 09:33:24.347977514,99990.0
2020-01-13 09:33:24.428999119,99990.0
2020-01-13 09:33:24.801915763,99988.0
2020-01-13 09:33:24.863590987,99988.0
2020-01-13 09:33:25.128932706,99989.0
2020-01-13 09:33:25.395224817,99994.0
2020-01-13 09:33:25.458934569,99994.0
2020-01-13 09:33:25.520790366,99994.0
2020-01-13 09:33:25.524466452,99994.0
2020-01-13 09:33:25.789148881,99991.0
2020-01-13 09:33:26.199547666,99985.0
2020-01-13 09:33:26.270217821,99984.0
2020-01-13 09:33:26.319968669,99984.0
2020-01-13 09:33:26.391908352,99983.0
2020-01-13 09:33:26.576027013,99982.0
2020-01-13 09:33:26.822202209,99984.0
2020-01-13 09:33:26.941454226,99985.0
2020-01-13 09:33:27.223134406,99983.0
2020-01-13 09:33:27.248268959,99983.0
2020-01-13 09:33:27.412290119,99983.0
2020-01-13 09:33:27.642188489,99985.0
2020-01-13 09:33:27.887804419,99982.0
2020-01-13 09:33:27.989663995,99982.0
2020-01-13 09:33:27.995780092,99982.0
2020-01-13 09:33:28.131272902,99982.0
2020-01-13 09:33:28.141231920,99982.0
2020-01-13 09:33:28.156328108,99982.0
2020-01-13 09:33:28.381122032,99981.0
2020-01-13 09:33:28.508269293,99981.0
2020-01-13 09:33:28.610881871,99982.0
2020-01-13 09:33:28.831577207,99981.0
2020-01-13 09:33:29.005036482,99980.0
2020-01-13 09:33:29.007278601,99980.0
2020-01-13 09:33:29.145071840,99980.0
2020-01-13 09:33:29.260673345,99981.0
2020-01-13 09:33:29.405139932,99983.0
2020-01-13 09:33:29.465168273,99982.0
2020-01-13 09:33:29.737408118,99985.0
2020-01-13 09:33:29.927033454,99985.0
2020-01-13 09:33:30.052266873,99983.0
2020-01-13 09:33:30.095150816,99982.0
2020-01-13 09:33:30.106443316,99982.0
2020-01-13 09:33:30.281544594,99982.0
2020-01-13 09:33:30.395531517,99983.0
2020-01-13 09:33:30.444750500,99984.0
2020-01-13 09:33:30.592408414,99987.0
2020-01-13 09:33:30.601539539,99987.0
2020-01-13 09:33:30.677999035,99988.0
2020-01-13 09:33:30.696407582,99988.0
2020-01-13 09:33:30.984433342,99988.0
2020-01-13 09:33:31.002800372,99988.0
2020-01-13 09:33:31.339162070,99991.0
2020-01-13 09:33:31.365925773,99990.0
2020-01-13 09:33:31.562851149,99990.0
2020-01-13 09:33:31.626387524,99990.0
2020-01-13 09:33:31.745957364,99989.0
2020-01-13 09:33:31.858985161,99988.0
2020-01-13 09:33:31.920221836,99988.0
2020-01-13 09:33:32.055848142,99987.0
2020-01-13 09:33:32.388915304,99990.0
2020-01-13 09:33:32.461648922,99991.0
2020-01-13 09:33:32.737902780,99989.0
2020-01-13 09:33:32.761065935,99989.0
2020-01-13 09:33:32.856648687,99989.0
2020-01-13 09:33:32.916301437,99989.0
2020-01-13 09:33:32.935460552,99989.0
2020-01-13 09:33:32.972186191,99989.0
2020-01-13 09:33:33.757105214,99994.0
2020-01-13 09:33:34.055949838,99997.0
2020-01-13 09:33:34.247969090,99997.0
2020-01-13 09:33:34.276277793,99997.0
2020-01-13 09:33:34.508143578,99999.0
2020-01-13 09:33:34.623518674,99998.0
2020-01-13 09:33:34.776721356,99998.0
2020-01-13 09:33:34.792587923,99998.0
2020-01-13 09:33:34.951013426,99999.0
2020-01-13 09:33:34.963580946,99999.0
2020-01-13 09:33:34.965768862,99999.0
2020-01-13 09:33:35.279908665,100001.0
2020-01-13 09:33:35.670195642,100007.0
2020-01-13 09:33:35.671581302,100007.0
2020-01-13 09:33:35.729864066,100007.0
2020-01-13 09:33:35.797696452,100006.0
2020-01-13 09:33:36.026359638,100005.0
2020-01-13 09:33:36.095499591,100006.0
2020-01-13 09:33:36.126674307,100006.0
2020-01-13 09:33:36.361520170,100005.0
2020-01-13 09:33:36.422395278,100005.0
2020-01-13 09:33:36.511580343,100006.0
2020-01-13 09:33:36.556124785,100006.0
2020-01-13 09:33:36.678335486,100005.0
2020-01-13 09:33:36.724210851,100005.0
2020-01-13 09:33:36.762620213,100005.0
2020-01-13 09:33:36.798711490,100005.0
2020-01-13 09:33:37.038003512,100005.0
2020-01-13 09:33:37.403089799,100007.0
2020-01-13 09:33:37.572683755,100007.0
2020-01-13 09:33:37.575329321,100007.0
2020-01-13 09:33:37.664701523,100009.0
2020-01-13 09:33:37.779465699,100008.0
2020-01-13 09:33:38.025980543,100005.0
2020-01-13 09:33:38.083106224,100004.0
2020-01-13 09:33:38.086252353,100004.0
2020-01-13 09:33:38.209429732,100003.0
2020-01-13 09:33:38.473172629,100003.0
2020-01-13 09:33:38.498803676,100003.0
2020-01-13 09:33:38.621467324,100004.0
2020-01-13 09:33:38.622443613,100004.0
2020-01-13 09:33:38.770050579,100004.0
2020-01-13 09:33:38.823931343,100004.0
2020-01-13 09:33:38.856406285,100004.0
2020-01-13 09:33:39.248730245,100001.0
2020-01-13 09:33:39.609098685,99996.0
2020-01-13 09:33:39.968161528,99992.0
2020-01-13 09:33:40.203684238,99993.0
2020-01-13 09:33:40.296646531,99993.0
2020-01-13 09:33:40.302207781,99993.0
2020-01-13 09:33:40.757625262,99993.0
2020-01-13 09:33:40.815484467,99993.0
2020-01-13 09:33:40.829379991,99993.0
2020-01-13 09:33:40.962341275,99993.0
2020-01-13 09:33:41.017800923,99993.0
2020-01-13 09:33:41.059811725,99993.0
2020-01-13 09:33:41.113926760,99993.0
2020-01-13 09:33:41.705763113,100000.0
2020-01-13 09:33:41.910452504,100000.0
2020-01-13 09:33:42.274790469,99999.0
2020-01-13 09:33:42.430974960,99998.0
2020-01-13 09:33:42.714754726,99991.0
2020-01-13 09:33:42.754929847,99990.0
2020-01-13 09:33:42.772845262,99990.0
2020-01-13 09:33:42.781656239,99990.0
2020-01-13 09:33:42.932037885,99989.0
2020-01-13 09:33:43.132453548,99989.0
2020-01-13 09:33:43.164906319,99989.0
2020-01-13 09:33:43.462998542,99996.0
2020-01-13 09:33:43.642448267,99994.0
2020-01-13 09:33:43.671056748,99994.0
2020-01-13 09:33:43.671240627,99994.0
2020-01-13 09:33:43.689273585,99994.0
2020-01-13 09:33:43.915547132,99993.0
2020-01-13 09:33:44.271731733,99990.0
2020-01-13 09:33:44.413285386,99989.0
2020-01-13 09:33:44.452921115,99988.0
2020-01-13 09:33:44.498710905,99989.0
2020-01-13 09:33:44.576217257,99988.0
2020-01-13 09:33:44.774949036,99989.0
2020-01-13 09:33:44.808732994,99989.0
2020-01-13 09:33:44.927173373,99988.0
2020-01-13 09:33:45.034468826,99987.0
2020-01-13 09:33:45.043212885,99987.0
2020-01-13 09:33:45.157965012,99986.0
2020-01-13 09:33:45.313615173,99985.0
2020-01-13 09:33:45.438677086,99986.0
2020-01-13 09:33:45.454713393,99986.0
2020-01-13 09:33:45.562911985,99986.0
2020-01-13 09:33:45.885183535,99986.0
2020-01-13 09:33:46.052986966,99987.0
2020-01-13 09:33:46.088588281,99987.0
2020-01-13 09:33:46.106810407,99987.0
2020-01-13 09:33:46.205730860,99986.0
2020-01-13 09:33:46.471989113,99985.0
2020-01-13 09:33:46.662351318,99984.0
2020-01-13 09:33:46.868389934,99985.0
2020-01-13 09:33:46.906533993,99985.0
2020-01-13 09:33:46.992176377,99985.0
2020-01-13 09:33:47.176708617,99985.0
2020-01-13 09:33:47.295845022,99984.0
2020-01-13 09:33:47.482019886,99985.0
2020-01-13 09:33:47.543571243,99985.0
2020-01-13 09:33:47.557001626,99985.0
2020-01-13 09:33:47.633782581,99985.0
2020-01-13 09:33:47.855968195,99985.0
2020-01-13 09:33:47.856462746,99985.0
2020-01-13 09:33:48.054888223,99984.0
2020-01-13 09:33:48.241378657,99984.0
2020-01-13 09:33:48.420571629,99986.0
2020-01-13 09:33:48.553018076,99986.0
2020-01-13 09:33:48.640072607,99987.0
2020-01-13 09:33:48.640235859,99987.0
2020-01-13 09:33:48.670378464,99987.0
2020-01-13 09:33:49.134905900,99989.0
2020-01-13 09:33:49.181510258,99988.0
2020-01-13 09:33:49.599554390,99988.0
2020-01-13 09:33:49.807207930,99987.0
2020-01-13 09:33:49.813510690,99987.0
2020-01-13 09:33:50.607411367,99991.0
2020-01-13 09:33:50.665846428,99991.0
2020-01-13 09:33:50.668725054,99991.0
2020-01-13 09:33:51.038756815,99994.0
2020-01-13 09:33:51.466508760,100004.0
2020-01-13 09:33:51.469669404,100004.0
2020-01-13 09:33:51.550691476,100003.0
2020-01-13 09:33:51.651544879,100003.0
2020-01-13 09:33:51.742287598,100004.0
2020-01-13 09:33:51.772629468,100004.0
2020-01-13 09:33:51.853663941,100004.0
2020-01-13 09:33:51.870373405,100004.0
2020-01-13 09:33:52.505170945,99995.0
2020-01-13 09:33:52.638581830,99992.0
2020-01-13 09:33:52.760959447,99991.0
2020-01-13 09:33:52.783721321,99991.0
2020-01-13 09:33:52.823736870,99991.0
2020-01-13 09:33:53.084351192,99991.0
2020-01-13 09:33:53.269274307,99990.0
2020-01-13 09:33:53.520240889,99989.0
2020-01-13 09:33:53.663903306,99990.0
2020-01-13 09:33:53.980599735,99986.0
2020-01-13 09:33:54.096962852,99986.0
2020-01-13 09:33:54.175459086,99986.0
2020-01-13 09:33:54.233743061,99986.0
2020-01-13 09:33:54.292080146,99986.0
2020-01-13 09:33:54.325630103,99986.0
2020-01-13 09:33:54.439591499,99985.0
2020-01-13 09:33:54.459229515,99985.0
2020-01-13 09:33:54.711244038,99983.0
2020-01-13 09:33:54.870474425,99983.0
2020-01-13 09:33:54.897842891,99983.0
2020-01-13 09:33:54.934754959,99983.0
2020-01-13 09:33:54.950421379,99983.0
2020-01-13 09:33:55.064288700,99984.0
2020-01-13 09:33:55.124399164,99984.0
2020-01-13 09:33:55.179437238,99983.0
2020-01-13 09:33:55.256953136,99981.0
2020-01-13 09:33:55.380018496,99982.0
2020-01-13 09:33:55.384232794,99982.0
2020-01-13 09:33:55.400702096,99982.0
2020-01-13 09:33:55.958022829,99980.0
2020-01-13 09:33:56.043507856,99979.0
2020-01-13 09:33:56.193285831,99982.0
2020-01-13 09:33:56.283583887,99982.0
2020-01-13 09:33:56.817097503,99979.0
2020-01-13 09:33:56.974301576,99981.0
2020-01-13 09:33:56.978585263,99981.0
2020-01-13 09:33:57.212247293,99979.0
2020-01-13 09:33:57.297673213,99979.0
2020-01-13 09:33:57.322416222,99979.0
2020-01-13 09:33:57.547045521,99983.0
2020-01-13 09:33:57.577924025,99984.0
2020-01-13 09:33:57.621292933,99983.0
2020-01-13 09:33:57.643314945,99983.0
2020-01-13 09:33:57.758526495,99983.0
2020-01-13 09:33:57.768857134,99983.0
2020-01-13 09:33:57.775583357,99983.0
2020-01-13 09:33:57.825001633,99983.0
2020-01-13 09:33:58.204041622,99985.0
2020-01-13 09:33:58.246827616,99985.0
2020-01-13 09:33:58.313527203,99987.0
2020-01-13 09:33:58.319691971,99987.0
2020-01-13 09:33:58.578419445,99988.0
2020-01-13 09:33:58.672666911,99988.0
2020-01-13 09:33:58.764775096,99988.0
2020-01-13 09:33:58.886781135,99987.0
2020-01-13 09:33:58.914496851,99987.0
2020-01-13 09:33:59.064378888,99987.0
2020-01-13 09:33:59.307373426,99987.0
2020-01-13 09:33:59.331175278,99987.0
2020-01-13 09:33:59.432310625,99989.0
2020-01-13 09:33:59.508445574,99990.0
2020-01-13 09:33:59.558666682,99989.0
2020-01-13 09:33:59.882043840,99988.0
2020-01-13 09:33:59.927726103,99989.0
2020-01-13 09:33:59.939578971,99989.0
2020-01-13 09:34:00.066635771,99989.0
2020-01-13 09:34:00.250061427,99989.0
2020-01-13 09:34:00.620063053,99984.0
2020-01-13 09:34:00.668028874,99984.0
2020-01-13 09:34:00.898210869,99983.0
2020-01-13 09:34:01.332301873,99988.0
2020-01-13 09:34:01.471619784,99984.0
2020-01-13 09:34:01.522204176,99984.0
2020-01-13 09:34:01.531235481,99984.0
2020-01-13 09:34:01.546628809,99984.0
2020-01-13 09:34:01.826844629,99980.0
2020-01-13 09:34:01.843584197,99980.0
2020-01-13 09:34:01.904363774,99979.0
2020-01-13 09:34:02.050476630,99976.0
2020-01-13 09:34:02.075224937,99976.0
2020-01-13 09:34:02.168509393,99976.0
2020-01-13 09:34:02.217331372,99975.0
2020-01-13 09:34:02.327100360,99974.0
2020-01-13 09:34:02.633471333,99970.0
2020-01-13 09:34:02.741571290,99969.0
2020-01-13 09:34:02.785579162,99969.0
2020-01-13 09:34:02.789802456,99969.0
2020-01-13 09:34:02.918997937,99970.0
2020-01-13 09:34:02.973551908,99969.0
2020-01-13 09:34:03.089706587,99970.0
2020-01-13 09:34:03.124708336,99970.0
2020-01-13 09:34:03.295630186,99973.0
2020-01-13 09:34:03.489826140,99975.0
2020-01-13 09:34:03.499709262,99975.0
2020-01-13 09:34:03.909345875,99975.0
2020-01-13 09:34:03.950517142,99975.0
2020-01-13 09:34:04.069648945,99973.0
2020-01-13 09:34:04.117298902,99973.0
2020-01-13 09:34:04.362304279,99974.0
2020-01-13 09:34:04.390477626,99974.0
2020-01-13 09:34:04.524749632,99976.0
2020-01-13 09:34:04.592333981,99977.0
2020-01-13 09:34:05.362970299,99972.0
2020-01-13 09:34:05.424323705,99972.0
2020-01-13 09:34:05.575733739,99971.0
2020-01-13 09:34:05.667681403,99969.0
2020-01-13 09:34:05.852262642,99967.0
2020-01-13 09:34:05.953563298,99968.0
2020-01-13 09:34:06.219145613,99967.0
2020-01-13 09:34:06.344796226,99969.0
2020-01-13 09:34:06.846475675,99969.0
