EventTime,agent_id,time_placed,symbol,quantity,is_buy_order,order_id,fill_price,tag,limit_price
2020-01-13 09:30:00.002608141,3951,2020-01-13T09:30:00.001738776,ABM,2,0,196,99859,,99791
2020-01-13 09:30:00.002608141,1580,2020-01-13T09:30:00.001713157,ABM,2,1,188,99859,,99859
2020-01-13 09:30:00.002646120,2025,2020-01-13T09:30:00.001764068,ABM,34,0,198,99859,,99791
2020-01-13 09:30:00.002646120,1580,2020-01-13T09:30:00.001713157,ABM,34,1,188,99859,,99859
2020-01-13 09:30:00.002646120,2025,2020-01-13T09:30:00.001764068,ABM,14,0,198,99859,,99791
2020-01-13 09:30:00.002646120,4392,2020-01-13T09:30:00.001714582,ABM,14,1,189,99859,,99859
2020-01-13 09:30:00.002652366,4945,2020-01-13T09:30:00.001768229,ABM,15,0,199,99859,,99791
2020-01-13 09:30:00.002652366,4392,2020-01-13T09:30:00.001714582,ABM,15,1,189,99859,,99859
2020-01-13 09:30:00.002652366,4945,2020-01-13T09:30:00.001768229,ABM,8,0,199,99859,,99791
2020-01-13 09:30:00.002652366,4101,2020-01-13T09:30:00.001731032,ABM,8,1,192,99859,,99859
2020-01-13 09:30:00.002661816,4847,2020-01-13T09:30:00.001774532,ABM,14,0,201,99859,,99791
2020-01-13 09:30:00.002661816,4101,2020-01-13T09:30:00.001731032,ABM,14,1,192,99859,,99859
2020-01-13 09:30:00.002661816,4847,2020-01-13T09:30:00.001774532,ABM,11,0,201,99859,,99791
2020-01-13 09:30:00.002661816,4877,2020-01-13T09:30:00.001737308,ABM,11,1,194,99859,,99859
2020-01-13 09:30:00.002680961,3294,2020-01-13T09:30:00.001787319,ABM,24,0,203,99859,,99791
2020-01-13 09:30:00.002680961,4877,2020-01-13T09:30:00.001737308,ABM,24,1,194,99859,,99859
2020-01-13 09:30:00.002680961,3294,2020-01-13T09:30:00.001787319,ABM,25,0,203,99859,,99791
2020-01-13 09:30:00.002680961,1352,2020-01-13T09:30:00.001771650,ABM,25,1,200,99859,,99859
2020-01-13 09:30:00.002705566,4220,2020-01-13T09:30:00.001803703,ABM,4,0,207,99859,,99791
2020-01-13 09:30:00.002705566,1352,2020-01-13T09:30:00.001771650,ABM,4,1,200,99859,,99859
2020-01-13 09:30:00.002705566,4220,2020-01-13T09:30:00.001803703,ABM,23,0,207,99859,,99791
2020-01-13 09:30:00.002705566,1090,2020-01-13T09:30:00.001785294,ABM,23,1,202,99859,,99859
2020-01-13 09:30:00.002705566,4220,2020-01-13T09:30:00.001803703,ABM,12,0,207,99859,,99791
2020-01-13 09:30:00.002705566,4245,2020-01-13T09:30:00.001793763,ABM,12,1,204,99859,,99859
