ticker,date,strategy,arrival_mid,market_vwap,executed_avg,fills,vwap_slip_bps,is_bps,effective_spread_bps,realized_spread_bps,markout_1s_bps,markout_10s_bps,markout_60s_bps,reversion_5m_bps,pov,price_var,schedule_rmse,hit_ratio_nbbo,ac_eta_used,ac_gamma_used,ac_sigma_used,ac_lambda_used,error,note
AAPL,20200113,twap,312.93,311.97872166827614,311.9476290000001,60,0.9966278504428706,31.39267567826309,0.8975961947647085,-2.6333887188737797,0.5104996248578767,0.38771864441360165,-0.05347742878707662,7.37108611351531,0.0021632323190369637,0.3335382562189551,0.0,1.0,,,,,"",""
AAPL,20200113,vwap_following,312.93,311.97872166827614,311.97289200000006,12,0.18686108606717625,30.58537053014886,0.9043066527280919,-0.569963839370242,0.5082297023579917,0.08847971058054632,0.25091095128160906,-1.9226455602910333,0.0021632323190369637,0.3352735201791756,0.0,1.0,,,,,"",""
AAPL,20200113,ac_risk_neutral,312.93,311.97872166827614,311.9476290000001,60,0.9966278504428706,31.39267567826309,0.8975961947647085,-2.6333887188737797,0.5104996248578767,0.38771864441360165,-0.05347742878707662,7.37108611351531,0.0021632323190369637,0.3335382562189551,0.0,1.0,8.0,3.0,0.4549851425187201,0.0,"",""
AAPL,20200113,ac_risk_averse,312.93,311.97872166827614,312.0849170000001,60,-3.40392867680428,27.005496436900632,0.896270847219253,-6.551380522617878,0.5341968401413891,0.1063435374049418,-0.5904788314741989,7.37108611351531,0.0021632323190369637,0.3335382562189551,0.0,1.0,8.0,3.0,0.4549851425187201,0.001,"",""
AAPL,20200114,twap,313.78,315.9521420966209,316.021085,60,-2.182067920845275,-71.42217477213511,0.9390567155706638,7.832574989284379,0.47268183771002265,0.2589617320139529,1.520952269949331,1.9000570017083234,0.001317837149855611,0.8072327529988611,0.0,1.0,,,,,"",""
AAPL,20200114,vwap_following,313.78,315.9521420966209,315.948865,12,0.10372129776145365,-69.12056217732295,0.787184301683097,8.438018244990579,0.44318368260935337,0.17945744346233566,2.938665319299991,-10.142309277043301,0.001317837149855611,0.8201824445964637,0.0,1.0,,,,,"",""
AAPL,20200114,ac_risk_neutral,313.78,315.9521420966209,316.021085,60,-2.182067920845275,-71.42217477213511,0.9390567155706638,7.832574989284379,0.47268183771002265,0.2589617320139529,1.520952269949331,1.9000570017083234,0.001317837149855611,0.8072327529988611,0.0,1.0,8.0,3.0,0.9032206740380124,0.0,"",""
AAPL,20200114,ac_risk_averse,313.78,315.9521420966209,315.411906,60,17.09866858429758,-52.007967365670694,1.064422470131352,28.895792584679086,0.6808045170563817,1.3403167637993805,4.799803471661109,1.9000570017083234,0.001317837149855611,0.8072327529988611,0.0,1.0,8.0,3.0,0.9032206740380124,0.001,"",""
AAPL,20200115,twap,315.355,314.60176001132163,314.53469299999995,60,2.131806615426098,26.012176753185162,0.921951960595856,-2.8007137381576364,0.39238340644254643,-0.1755149646530195,0.15069522061877128,11.925963617860322,0.002299264970974079,0.33561664302213573,0.0,1.0,,,,,"",""
AAPL,20200115,vwap_following,315.355,314.60176001132163,314.573551,12,0.8966577720546187,24.779978119896914,0.9569220229729436,-3.2318912278903387,0.39065506493070334,-0.057173539995131056,1.1947546193755059,6.998791117896878,0.002299264970974079,0.286180436830065,0.0,1.0,,,,,"",""
AAPL,20200115,ac_risk_neutral,315.355,314.60176001132163,314.53469299999995,60,2.131806615426098,26.012176753185162,0.921951960595856,-2.8007137381576364,0.39238340644254643,-0.1755149646530195,0.15069522061877128,11.925963617860322,0.002299264970974079,0.33561664302213573,0.0,1.0,8.0,3.0,0.697503771733349,0.0,"",""
AAPL,20200115,ac_risk_averse,315.355,314.60176001132163,314.76452500000005,60,-5.173683347243859,18.724136290845852,0.9090071969460007,-3.6948034770435854,0.49138172179978035,-0.21245599727445053,-0.34850006267556777,11.925963617860322,0.002299264970974079,0.33561664302213573,0.0,1.0,8.0,3.0,0.697503771733349,0.001,"",""
AAPL,20200116,twap,314.57,314.46274220757545,314.4793929999998,60,-0.5294996891349435,2.880344597393414,0.8266097628459783,-7.584277941003338,0.410806343227263,0.0745188377207615,-0.3848454954620326,-18.227168073674097,0.0019022360975550368,0.6429534606348836,0.0,1.0,,,,,"",""
AAPL,20200116,vwap_following,314.57,314.46274220757545,314.47420600000004,12,-0.3645516904201457,3.0452363543871095,0.8495415826945087,-6.5196019548314315,0.5572047189750153,0.4565225905278783,-1.4759314423715966,3.034368212596475,0.0019022360975550368,0.6362794316583879,0.0,1.0,,,,,"",""
AAPL,20200116,ac_risk_neutral,314.57,314.46274220757545,314.4793929999998,60,-0.5294996891349435,2.880344597393414,0.8266097628459783,-7.584277941003338,0.410806343227263,0.0745188377207615,-0.3848454954620326,-18.227168073674097,0.0019022360975550368,0.6429534606348836,0.0,1.0,8.0,3.0,0.4979207346668674,0.0,"",""
AAPL,20200116,ac_risk_averse,314.57,314.46274220757545,314.7436090000001,60,-8.931639737443417,-5.518930603684799,0.8121773117424321,0.21295744518691215,0.4298523873088318,0.16271347371601477,0.2894432150418291,-18.227168073674097,0.0019022360975550368,0.6429534606348836,0.0,1.0,8.0,3.0,0.4979207346668674,0.001,"",""
AAPL,20200117,twap,316.935,316.53985975128046,316.48360399999996,60,1.7772090795991862,14.242541846121291,0.73208202071893,-3.5068470013631274,0.43460861776757526,0.4399144462521638,0.11154740852672602,5.692059576890454,0.0022795295962725133,0.2826189065290603,0.0,1.0,,,,,"",""
AAPL,20200117,vwap_following,316.935,316.53985975128046,316.521418,12,0.5826043928549031,13.049426538565303,0.8332498534546944,-4.050630062528495,0.6262746466124115,0.8506443613549298,-0.7427786816473066,-1.4230148942212653,0.0022795295962725133,0.25394463724969174,0.0,1.0,,,,,"",""
AAPL,20200117,ac_risk_neutral,316.935,316.53985975128046,316.48360399999996,60,1.7772090795991862,14.242541846121291,0.73208202071893,-3.5068470013631274,0.43460861776757526,0.4399144462521638,0.11154740852672602,5.692059576890454,0.0022795295962725133,0.2826189065290603,0.0,1.0,8.0,3.0,0.4635380564854145,0.0,"",""
AAPL,20200117,ac_risk_averse,316.935,316.53985975128046,316.5843320000002,60,-1.4049494036761137,11.064350734371848,0.7899194662036079,-5.691116516117892,0.4675083574401939,0.5660673723299392,0.07901039060480633,5.692059576890454,0.0022795295962725133,0.2826189065290603,0.0,1.0,8.0,3.0,0.4635380564854145,0.001,"",""
AMZN,20200113,twap,1886.665,1885.5466138220756,1885.402054,60,0.7666732872899195,6.694065984157528,3.087089521149534,2.1714597884653917,1.5062033598642135,1.4996944278677864,1.4393792412639899,-1.2194281412204788,0.022781637999772182,2.0267257485626904,0.0,1.0,,,,,"",""
AMZN,20200113,vwap_following,1886.665,1885.5466138220756,1885.1072549999997,12,2.3301403362570636,8.256606233752656,3.0144904698983637,0.687736878611411,1.434945536620752,1.9431976551073291,3.437833272450679,-7.695165313379215,0.022781637999772182,2.2319964904393204,0.0,1.0,,,,,"",""
AMZN,20200113,ac_risk_neutral,1886.665,1885.5466138220756,1885.402054,60,0.7666732872899195,6.694065984157528,3.087089521149534,2.1714597884653917,1.5062033598642135,1.4996944278677864,1.4393792412639899,-1.2194281412204788,0.022781637999772182,2.0267257485626904,0.0,1.0,10.0,4.0,0.4588293721619171,0.0,"",""
AMZN,20200113,ac_risk_averse,1886.665,1885.5466138220756,1886.0336929999996,60,-2.5832253329269848,3.3461531326458784,3.1199249451285844,1.9820167191079854,1.532788585273859,1.6011298369286497,1.4415218763154107,-1.2194281412204788,0.022781637999772182,2.0267257485626904,0.0,1.0,10.0,4.0,0.4588293721619171,0.001,"",""
AMZN,20200114,twap,1860.175,1868.6780066369636,1868.72826,60,-0.26892467754227056,-45.98094265324573,3.8054899447222166,8.24793447694701,1.7875996010740802,1.77589742287985,2.6290523099487286,-10.227576974564148,0.017169297861563952,2.4284262649489157,0.0,1.0,,,,,"",""
AMZN,20200114,vwap_following,1860.175,1868.6780066369636,1868.415471,12,1.4049270983609983,-44.29943956885815,4.046949064115783,11.744969083696644,2.1759911630028617,1.273705636857973,2.702841105167852,-8.837139551823617,0.017169297861563952,1.9880207531993708,0.0,1.0,,,,,"",""
AMZN,20200114,ac_risk_neutral,1860.175,1868.6780066369636,1868.72826,60,-0.26892467754227056,-45.98094265324573,3.8054899447222166,8.24793447694701,1.7875996010740802,1.77589742287985,2.6290523099487286,-10.227576974564148,0.017169297861563952,2.4284262649489157,0.0,1.0,10.0,4.0,0.6696784588473204,0.0,"",""
AMZN,20200114,ac_risk_averse,1860.175,1868.6780066369636,1868.0424800000005,60,3.400942456142025,-42.294300267451014,3.9732695817996238,18.06417001945819,1.8190001898759194,2.170826457006748,4.402858201292872,-10.227576974564148,0.017169297861563952,2.4284262649489157,0.0,1.0,10.0,4.0,0.6696784588473204,0.001,"",""
AMZN,20200115,twap,1876.175,1871.8937181300482,1871.2973599999998,60,3.1858546469410065,25.99778805282106,3.4519676325143425,-3.191280445038029,1.7806545356649273,1.6258084250227949,1.1285181456169535,11.308648576392365,0.024514310228595942,2.1071464089380605,0.0,1.0,,,,,"",""
AMZN,20200115,vwap_following,1876.175,1871.8937181300482,1871.332318,12,2.9991025911933673,25.811462150385587,3.8403514999697657,-4.955506372015864,1.9492404526252427,2.2827810116969354,2.4608047660637684,12.301372940189557,0.024514310228595942,2.40495747458149,0.0,1.0,,,,,"",""
AMZN,20200115,ac_risk_neutral,1876.175,1871.8937181300482,1871.2973599999998,60,3.1858546469410065,25.99778805282106,3.4519676325143425,-3.191280445038029,1.7806545356649273,1.6258084250227949,1.1285181456169535,11.308648576392365,0.024514310228595942,2.1071464089380605,0.0,1.0,10.0,4.0,0.5948646743832005,0.0,"",""
AMZN,20200115,ac_risk_averse,1876.175,1871.8937181300482,1872.492832000001,60,-3.2005763155790103,19.62593041693291,3.42060258665671,-6.400826795306995,1.7761891830148817,1.4069760543465155,0.6805674710334118,11.308648576392365,0.024514310228595942,2.1071464089380605,0.0,1.0,10.0,4.0,0.5948646743832005,0.001,"",""
AMZN,20200116,twap,1878.2350000000001,1873.8191519212062,1873.64294,60,0.940389156688699,24.448804329597596,3.733933309278504,-4.849101281853104,1.9635827594809905,1.5374049192084207,1.016020101740164,-9.961279542424485,0.021763875014418566,3.363777319191523,0.0,1.0,,,,,"",""
AMZN,20200116,vwap_following,1878.2350000000001,1873.8191519212062,1873.2314649999998,12,3.1363054465730706,26.639557882801054,4.054459486220444,-2.572693352006389,2.0315305556970493,2.1710054814697664,1.408610054160776,-14.38136047134411,0.021763875014418566,3.4893824885665974,0.0,1.0,,,,,"",""
AMZN,20200116,ac_risk_neutral,1878.2350000000001,1873.8191519212062,1873.64294,60,0.940389156688699,24.448804329597596,3.733933309278504,-4.849101281853104,1.9635827594809905,1.5374049192084207,1.016020101740164,-9.961279542424485,0.021763875014418566,3.363777319191523,0.0,1.0,10.0,4.0,0.549062306038449,0.0,"",""
AMZN,20200116,ac_risk_averse,1878.2350000000001,1873.8191519212062,1875.2740629999998,60,-7.764415671074515,15.7644650429807,3.6878159439814246,-5.9718538612215495,1.9173308650517795,1.374519972579498,0.9418202356342056,-9.961279542424485,0.021763875014418566,3.363777319191523,0.0,1.0,10.0,4.0,0.549062306038449,0.001,"",""
AMZN,20200117,twap,1876.125,1871.6386651871007,1871.6024079999995,60,0.19371894680110882,24.106027050438996,2.9143762852706323,-1.6225578181390692,1.4423230104747087,1.3602723008027233,0.9563500614865464,-6.155295427418849,0.021390282822319476,2.121947957795687,0.0,1.0,,,,,"",""
AMZN,20200117,vwap_following,1876.125,1871.6386651871007,1871.2299099999998,12,2.183942844865781,26.09149177160482,2.8306746368335474,-0.10016702599517524,1.4854751113436195,1.4001543746610616,1.651210471843592,-3.9332366524149394,0.021390282822319476,1.8605611730840794,0.0,1.0,,,,,"",""
AMZN,20200117,ac_risk_neutral,1876.125,1871.6386651871007,1871.6024079999995,60,0.19371894680110882,24.106027050438996,2.9143762852706323,-1.6225578181390692,1.4423230104747087,1.3602723008027233,0.9563500614865464,-6.155295427418849,0.021390282822319476,2.121947957795687,0.0,1.0,10.0,4.0,0.48321306794629826,0.0,"",""
AMZN,20200117,ac_risk_averse,1876.125,1871.6386651871007,1872.5357880000004,60,-4.7932479147087,19.130985408752796,3.099045584422816,-1.5681374403725337,1.550583922565993,1.3415022269969312,1.0160285340740929,-6.155295427418849,0.021390282822319476,2.121947957795687,0.0,1.0,10.0,4.0,0.48321306794629826,0.001,"",""
AMD,20200113,twap,48.665,48.6870153502505,48.67163599999999,60,3.158819685262586,-1.3636083427500674,2.0543783314647,-6.745933306463192,1.1305399684895763,1.2332358122391225,0.3784344337553834,15.432098765431222,0.0015923843264158567,0.07384879191832852,0.0,1.0,,,,,"",""
AMD,20200113,vwap_following,48.665,48.6870153502505,48.68537,12,0.33794436538411826,-4.185759786294005,2.053799257136317,-3.3659754711959873,1.275267405028063,0.8162046289771893,0.5015398812697567,15.419407894737425,0.0015923843264158567,0.0745237403703537,0.0,1.0,,,,,"",""
AMD,20200113,ac_risk_neutral,48.665,48.6870153502505,48.67163599999999,60,3.158819685262586,-1.3636083427500674,2.0543783314647,-6.745933306463192,1.1305399684895763,1.2332358122391225,0.3784344337553834,15.432098765431222,0.0015923843264158567,0.07384879191832852,0.0,1.0,12.0,5.5,0.8058982425788741,0.0,"",""
AMD,20200113,ac_risk_averse,48.665,48.6870153502505,48.718984000000006,60,-6.566155168791618,-11.092982636393078,2.0523817670037228,-8.45450396488985,1.2360099551667116,1.212136114971234,0.8259410338674856,15.432098765431222,0.0015923843264158567,0.07384879191832852,0.0,1.0,12.0,5.5,0.8058982425788741,0.001,"",""
AMD,20200114,twap,48.125,48.3678920624005,48.38646799999999,60,-3.840551408674384,-54.33101298701018,2.0320818347960588,4.379760564335974,1.1034283440709736,0.3977877449366992,1.8568515191747974,-9.318699523711267,0.0016703562051311005,0.10735599999284352,0.0,1.0,,,,,"",""
AMD,20200114,vwap_following,48.125,48.3678920624005,48.393379,12,-5.269391845032559,-55.76706493506557,2.066192460347224,0.3047208680462643,1.3258544097607001,1.4730115631819463,-3.8853978396434714,-9.320629660315184,0.0016703562051311005,0.10085993888917077,0.0,1.0,,,,,"",""
AMD,20200114,ac_risk_neutral,48.125,48.3678920624005,48.38646799999999,60,-3.840551408674384,-54.33101298701018,2.0320818347960588,4.379760564335974,1.1034283440709736,0.3977877449366992,1.8568515191747974,-9.318699523711267,0.0016703562051311005,0.10735599999284352,0.0,1.0,12.0,5.5,1.0304236700821963,0.0,"",""
AMD,20200114,ac_risk_averse,48.125,48.3678920624005,48.35335899999999,60,3.0046921171921963,-47.451220779218794,2.048950225912107,20.60982692902608,1.3731918786495692,1.2999568705094973,5.777624367661343,-9.318699523711267,0.0016703562051311005,0.10735599999284352,0.0,1.0,12.0,5.5,1.0304236700821963,0.001,"",""
AMD,20200115,twap,48.385000000000005,48.76378182488651,48.74184,60,4.49961509656866,-73.75012917226377,2.0514374780364037,16.929681902904225,1.0093460498558704,1.3691377471134873,2.885851572048718,5.117707267144028,0.0010680870230310537,0.1626068531783486,0.0,1.0,,,,,"",""
AMD,20200115,vwap_following,48.385000000000005,48.76378182488651,48.757519,12,1.2843189457691104,-76.99059625917059,2.0507810610821386,13.791376573273268,-0.7478397726267995,0.9489305390032037,5.539018270109625,5.119803399549166,0.0010680870230310537,0.1722819218782423,0.0,1.0,,,,,"",""
AMD,20200115,ac_risk_neutral,48.385000000000005,48.76378182488651,48.74184,60,4.49961509656866,-73.75012917226377,2.0514374780364037,16.929681902904225,1.0093460498558704,1.3691377471134873,2.885851572048718,5.117707267144028,0.0010680870230310537,0.1626068531783486,0.0,1.0,12.0,5.5,0.9952945192215392,0.0,"",""
AMD,20200115,ac_risk_averse,48.385000000000005,48.76378182488651,48.59603099999999,60,34.40070039869359,-43.614963315073716,2.0575900007385064,34.709363957514505,1.0184847884277817,0.9782563140392567,4.899563925015771,5.117707267144028,0.0010680870230310537,0.1626068531783486,0.0,1.0,12.0,5.5,0.9952945192215392,0.001,"",""
