ticker,date,strategy,arrival_mid,market_vwap,executed_avg,fills,oversize_count,null_nbbo_count,vwap_slip_bps,is_bps,effective_spread_bps,realized_spread_bps,markout_1s_bps,markout_10s_bps,markout_60s_bps,reversion_5m_bps,pov,price_var,schedule_rmse,hit_ratio_nbbo,error
AMD,20200114,vwap_following,48.125,48.3678920624005,48.393379,12,4,0,-5.269391845032559,-55.76706493506557,2.066192460347224,0.3047208680462643,1.3258544097607001,1.4730115631819463,-3.8853978396434714,-9.320629660315184,0.0016703562051311005,0.10085993888917077,0.0,1.0,""
AMD,20200115,twap,48.385000000000005,48.76378182488651,48.74184,60,1,0,4.49961509656866,-73.75012917226377,2.0514374780364037,16.929681902904225,1.0093460498558704,1.3691377471134873,2.885851572048718,5.117707267144028,0.0010680870230310537,0.1626068531783486,0.0,1.0,""
AMD,20200115,vwap_following,48.385000000000005,48.76378182488651,48.757519,12,5,0,1.2843189457691104,-76.99059625917059,2.0507810610821386,13.791376573273268,-0.7478397726267995,0.9489305390032037,5.539018270109625,5.119803399549166,0.0010680870230310537,0.1722819218782423,0.0,1.0,""
AMD,20200116,twap,49.785,49.826172290698885,49.748256999999995,60,3,0,15.63742248638159,7.380335442402592,2.0432836247095616,-10.86337813297741,1.1908531976512895,1.0597139727969944,-0.01129396277224104,-21.242160631194995,0.0005857907205243436,0.22851837938667904,0.0,1.0,""
AMD,20200116,vwap_following,49.785,49.826172290698885,49.858442,12,4,0,-6.476457616058003,-14.75183288138998,2.005530483848421,-11.27309292314638,1.4152800375027954,-0.34616521287726704,-4.064739017247729,-27.33900364520008,0.0005857907205243436,0.2525266262588899,0.0,1.0,""
AMD,20200117,twap,50.16,50.29126200504656,50.272293999999974,60,1,0,3.771630356916626,-22.38716108452497,1.955751491965368,6.030219626407863,0.9284787306679946,0.9953730184142324,1.2128601010758062,-30.864197530864427,0.0010963152406236543,0.08799252022654651,0.0,1.0,""
AMD,20200117,vwap_following,50.16,50.29126200504656,50.28228400000001,12,4,0,1.7852017803112101,-24.378787878790813,1.988582201041885,8.032081175702128,1.0192465183677117,1.6309291438741869,1.7071004183394132,-10.949631694206595,0.0010963152406236543,0.1030298573965405,0.0,1.0,""
NFLX,20200113,twap,333.94500000000005,335.02109729129546,334.71663,60,26,0,9.088003524468283,-23.1064995732818,3.7489010368845985,16.76791469677574,1.5938132773028564,2.2461014423962187,3.197578001147388,-37.30677764565979,0.010971745560831745,0.7423030850377077,0.0,1.0,""
NFLX,20200113,vwap_following,333.94500000000005,335.02109729129546,335.034613,12,12,0,-0.4034285844621166,-32.62851667190491,3.8099104946600106,9.866674166733048,1.7176206513629393,1.4852307481490672,0.03026278548361283,-39.090368608800674,0.010971745560831745,0.731012166710497,0.0,1.0,""
NFLX,20200114,twap,335.645,337.06984902587317,336.896051,60,43,0,5.156142751285582,-37.27304145749283,5.722448906301801,9.622117538461143,2.5605451191178767,2.3539321805238425,3.454468769499612,-14.0757423102004,0.007523667577281233,0.5685470380393108,0.0,1.0,""
NFLX,20200114,vwap_following,335.645,337.06984902587317,336.85005099999995,12,12,0,6.520845056549267,-35.902545844567,5.884414869758628,12.497178940114509,2.925268996178007,2.5711729514194124,7.611504681691666,-55.61007523716076,0.007523667577281233,0.5466481888968899,0.0,1.0,""
NFLX,20200115,twap,340.9,341.3698318959595,341.2125329999999,60,36,0,4.607873375511631,-9.16787914344138,5.42878714682181,14.351863461769796,2.7180790640927412,2.5664087631627277,3.7035613715460847,1.3132934481237144,0.010071284552059478,0.7470534208203091,0.0,1.0,""
NFLX,20200115,vwap_following,340.9,341.3698318959595,341.14052200000003,12,12,0,6.717345076625756,-7.055500146672204,6.951842185723269,21.801810130627608,3.6122613678049897,3.196506186872348,4.243320366346413,-16.671541386371747,0.010071284552059478,0.622874567848724,0.0,1.0,""
NFLX,20200116,twap,337.58000000000004,337.80696069230703,337.80958999999996,60,41,0,-0.07783462151103253,-6.801054564841413,4.281493214493318,-2.86705136138727,2.311521739950848,2.3002539897073984,1.3566534234693302,-14.727759595358659,0.010270399066626133,0.9700425758027602,0.0,1.0,""
NFLX,20200116,vwap_following,337.58000000000004,337.80696069230703,337.724329,12,11,0,2.4461216588808985,-4.275401386337182,3.921685812997626,0.9713135028465483,2.2258830947160835,2.3522429423243834,0.8422604950813046,-11.148769175882983,0.010270399066626133,1.0033681912801151,0.0,1.0,""
NFLX,20200117,twap,339.795,340.4465485837136,340.3163409999999,60,42,0,3.824611653587283,-15.342809635218089,3.5947313032369475,1.5041738780342473,1.587275689500479,1.5976007876495804,1.6473027410346561,-12.67838188465641,0.010703899109328554,0.5923652436807084,0.0,1.0,""
NFLX,20200117,vwap_following,339.795,340.4465485837136,340.23045,12,12,0,6.347504024128381,-12.81507968039562,3.4878713400049657,4.613564638419199,2.029381229491843,2.970008509023972,4.7313297790706,-10.312923566504296,0.010703899109328554,0.4969269198145399,0.0,1.0,""
ADBE,20200113,twap,343.16999999999996,343.6570628781479,343.557693,60,41,0,2.8915418561656376,-11.29740361919786,3.6487721125845467,4.27566111176214,1.8783237521487657,2.41176541870901,1.9401754699070546,6.402607607462742,0.03224454261116306,0.3040578204751327,0.0,1.0,""
