Exchange,nbbo_share_bid_pct,nbbo_share_ask_pct,volume_share_pct,n_trades,avg_depth_at_best,adverse_selection_bps,routable,ticker,date
EDGA,1.4772990950576224,0.8562356153043755,0.9567559425148534,4429,137.62959140592017,0.008182782004786759,true,AAPL,20200117
NASDAQ PSX,2.710646294836874,3.2215446942030592,0.5798491184341089,1299,219.41426586537656,-0.24516304102872735,true,AAPL,20200117
NASDAQ BX,0.21970303507932096,0.5516615695283806,0.5210121114388975,2262,117.44926274552478,0.04061437827865748,true,AAPL,20200117
BATS Y,0.4904122933359533,0.4864404972688676,0.4453617326744407,2128,116.61495063469675,-0.46685212409281923,true,AAPL,20200117
NSE,0.34638242542952885,0.8846653134687785,0.34924801133724026,1461,102.54030638590854,0.22747019270970648,true,AAPL,20200117
AMEX,0.07525508337636112,0.34241062936244315,0.10708975160675437,480,822.2513948145717,1.0761038461311672,true,AAPL,20200117
FINRA,0.0,0.0,40.094480215745854,28533,0.0,-0.590452482058441,false,AMZN,20200113
NASDAQ,38.14966683751922,43.09379805228088,26.314174734748804,22270,138.32971866695178,-1.3115475141982504,true,AMZN,20200113
BATS,25.266017426960534,23.279343926191697,12.274718296033772,10059,128.31281871865824,-0.2682116348198889,true,AMZN,20200113
EDGX,8.065607380830343,5.961045617631983,8.179330396209664,6765,186.94761986009215,-0.2772976740842211,true,AMZN,20200113
ARCA,5.8390568939005645,4.659149154279856,5.03033429321057,4106,110.42478204414765,-0.4247897343767341,true,AMZN,20200113
IEX,0.4787288569964121,0.22655048692977958,2.6836291784664272,1278,161.51012891344382,-0.2527353719490426,true,AMZN,20200113
NASDAQ PSX,15.375704766786264,16.380317785750897,1.3675667469699486,705,103.95085491450855,-0.321520505574488,true,AMZN,20200113
NASDAQ BX,3.425935417734495,4.105586878523834,0.9532272461008134,663,100.25974025974025,0.8421061364672098,true,AMZN,20200113
EDGA,0.34136340338288057,0.19169656586365966,0.9260046719500981,581,131.79347826086956,-0.42740964877562587,true,AMZN,20200113
BATS Y,0.3259866735007689,0.2972834443874936,0.7230872068208246,552,103.77729257641921,0.01429736484372375,true,AMZN,20200113
NYSE,0.619169656586366,0.24910302409021015,0.5077308136489616,325,105.79521829521829,-0.3445876267594863,true,AMZN,20200113
CSE,1.017939518195797,1.1450538185545873,0.4503845735037321,68,100.21881838074398,-4.914139349194105,true,AMZN,20200113
NSE,0.9256791389031266,0.3054843669912865,0.40750405159333525,240,100.09774302470232,0.03223853845814492,true,AMZN,20200113
AMEX,0.16914402870322912,0.10558687852383394,0.08782757499719826,56,143.44444444444446,0.27710870570120516,true,AMZN,20200113
FINRA,0.0,0.0,37.86250352193847,36636,0.0,-0.8187600685045363,false,AMZN,20200114
NASDAQ,41.02637101628463,47.72649628267908,28.62836505212469,29163,141.86983223885358,-0.39570294590966765,true,AMZN,20200114
BATS,23.91205323008346,11.548097414957132,12.444769601188495,9979,122.50864720529086,0.24551780284613123,true,AMZN,20200114
EDGX,7.180041972376319,5.296978965006752,8.265893547808714,9260,193.72297364004345,0.8160956420565741,true,AMZN,20200114
ARCA,4.200491304560022,9.763458003221135,5.907283368766169,5073,112.64128728414443,-0.17812602145493986,true,AMZN,20200114
IEX,0.11957246742260326,0.17244464689518293,2.3405202223303707,1106,150.18288222384786,-1.3571226834204488,true,AMZN,20200114
BATS Y,0.17000439245798696,0.4660885975044331,0.933665889705694,775,100.55362371888727,-0.006456563508431636,true,AMZN,20200114
CSE,16.715742894792495,16.703541622606515,0.9094605670961298,411,100.10009809613422,0.09493449234779545,true,AMZN,20200114
NASDAQ BX,0.33268802160438593,0.49130456002212497,0.8684459926743681,778,100.61369215383216,-0.7939879788052763,true,AMZN,20200114
EDGA,2.4020237843465813,3.748230815533033,0.7729374247585871,762,100.51074402981641,-0.6091006840782793,true,AMZN,20200114
NYSE,0.2594803884885064,0.30421838650376615,0.34697497502625446,367,152.20905172413794,-0.9808021563467556,true,AMZN,20200114
NASDAQ PSX,3.317932616440807,2.9974458670224013,0.3275082605466048,287,191.75800466039527,-1.2135640176090077,true,AMZN,20200114
NSE,0.3066586409409621,0.6434137532740081,0.2951384441996875,172,100.06034274680184,-1.2014735060471944,true,AMZN,20200114
AMEX,0.05693927020123965,0.13828108477443915,0.09653313183576241,48,101.55963302752293,-1.5548810418570558,true,AMZN,20200114
FINRA,0.0,0.0,38.22632185405549,28074,0.0,-0.6977213984548422,false,AMZN,20200115
NASDAQ,36.966791299803,38.686527560004826,24.087748274128504,22202,131.23150136382102,-2.7023585748001238,true,AMZN,20200115
BATS,25.94982511156676,18.31303019338238,13.436848703385888,10914,115.85045005852315,-0.4147182493830895,true,AMZN,20200115
EDGX,9.382663932778515,6.147227917822538,9.00272842946914,7930,205.58281932375849,0.25481758013508743,true,AMZN,20200115
ARCA,6.052747959634946,10.244039721786677,6.3006558818549125,4874,118.46995178172409,-0.008037465687667751,true,AMZN,20200115
IEX,0.3558075021107225,0.2271539420254895,3.01595269570859,1035,216.1290322580645,-0.8293832433443018,true,AMZN,20200115
NASDAQ PSX,16.31688980018494,18.117034535440034,1.4785031521301235,810,104.66035301165952,-0.27399601022089193,true,AMZN,20200115
CSE,0.4010372693281872,1.7257668958308208,1.2708391450595602,63,100.0,-3.331801909890926,true,AMZN,20200115
NASDAQ BX,0.4533027781128131,1.0302335866200298,0.8119208376244679,593,101.99415326790562,0.549349117086704,true,AMZN,20200115
BATS Y,0.31761347646041893,0.2904756161299401,0.7507592633127798,545,100.43501326259947,0.3697619885312662,true,AMZN,20200115
