ticker,date,strategy,is_bps,vwap_slip_bps,eff_spread_bps,markout_60s_bps,reversion_5m_bps,price_var,pov_pct,n_fills,predicted_eta
AAPL,20200113,twap,31.39267567826309,0.9966278504428706,0.8975961947647085,-0.05347742878707662,7.37108611351531,0.3335382562189551,0.0021632323190369637,60,
AAPL,20200113,vwap_following,30.58537053014886,0.18686108606717625,0.9043066527280919,0.25091095128160906,-1.9226455602910333,0.3352735201791756,0.0021632323190369637,12,
AAPL,20200113,ac_rn,31.39267567826309,0.9966278504428706,0.8975961947647085,-0.05347742878707662,7.37108611351531,0.3335382562189551,0.0021632323190369637,60,
AAPL,20200113,ac_ra,21.21464864346759,-9.212433789937672,0.8814148211787577,-1.376497491224854,7.37108611351531,0.3335382562189551,0.0021632323190369637,60,
AAPL,20200113,pov_auto,30.58537053014886,0.18686108606717625,0.9043066527280919,0.25091095128160906,-1.9226455602910333,0.3352735201791756,0.0021632323190369637,12,
AAPL,20200113,pov_5pct_cap,30.58537053014886,0.18686108606717625,0.9043066527280919,0.25091095128160906,-1.9226455602910333,0.3352735201791756,0.0021632323190369637,12,
AAPL,20200113,toth,30.585178793978315,0.18666876525911705,0.9043386819303942,0.25062249282628546,-1.9226455602910333,0.3352735201791756,0.0021632323190369637,12,
AAPL,20200113,ac_ml,27.748601923752812,-2.658557329818919,0.8970690668687257,-0.49907743544638805,7.37108611351531,0.3335382562189551,0.0021632323190369637,60,50.0
AAPL,20200114,twap,-71.42217477213511,-2.182067920845275,0.9390567155706638,1.520952269949331,1.9000570017083234,0.8072327529988611,0.001317837149855611,60,
AAPL,20200114,vwap_following,-69.12056217732295,0.10372129776145365,0.787184301683097,2.938665319299991,-10.142309277043301,0.8201824445964637,0.001317837149855611,12,
AAPL,20200114,ac_rn,-71.42217477213511,-2.182067920845275,0.9390567155706638,1.520952269949331,1.9000570017083234,0.8072327529988611,0.001317837149855611,60,
AAPL,20200114,ac_ra,-49.88323028874364,19.208798288036984,1.07730195196623,5.094948569427865,1.9000570017083234,0.8072327529988611,0.001317837149855611,60,
AAPL,20200114,pov_auto,-69.12056217732295,0.10372129776145365,0.787184301683097,2.938665319299991,-10.142309277043301,0.8201824445964637,0.001317837149855611,12,
AAPL,20200114,pov_5pct_cap,-69.12056217732295,0.10372129776145365,0.787184301683097,2.938665319299991,-10.142309277043301,0.8201824445964637,0.001317837149855611,12,
AAPL,20200114,toth,-69.12327108165123,0.10103101690281731,0.787184044854036,2.938314280119118,-10.142309277043301,0.8201824445964637,0.001317837149855611,12,
AAPL,20200114,ac_ml,-64.91200841354014,4.283341639110285,0.9840391927201223,2.785609524528638,1.9000570017083234,0.8072327529988611,0.001317837149855611,60,50.0
AAPL,20200115,twap,26.012176753185162,2.131806615426098,0.921951960595856,0.15069522061877128,11.925963617860322,0.33561664302213573,0.002299264970974079,60,
AAPL,20200115,vwap_following,24.779978119896914,0.8966577720546187,0.9569220229729436,1.1947546193755059,6.998791117896878,0.286180436830065,0.002299264970974079,12,
AAPL,20200115,ac_rn,26.012176753185162,2.131806615426098,0.921951960595856,0.15069522061877128,11.925963617860322,0.33561664302213573,0.002299264970974079,60,
AAPL,20200115,ac_ra,16.340790537647628,-7.562735461805385,0.9021778224667509,-0.5180928399168085,11.925963617860322,0.33561664302213573,0.002299264970974079,60,
AAPL,20200115,pov_auto,24.779978119896914,0.8966577720546187,0.9569220229729436,1.1947546193755059,6.998791117896878,0.286180436830065,0.002299264970974079,12,
AAPL,20200115,pov_5pct_cap,24.779978119896914,0.8966577720546187,0.9569220229729436,1.1947546193755059,6.998791117896878,0.286180436830065,0.002299264970974079,12,
AAPL,20200115,toth,24.779978119896914,0.8966577720546187,0.9569220229729436,1.1947546193755059,6.998791117896878,0.286180436830065,0.002299264970974079,12,
AAPL,20200115,ac_ml,22.27905059377376,-1.6102576373575392,0.9165827161998177,-0.1084332652587836,11.925963617860322,0.33561664302213573,0.002299264970974079,60,50.0
AAPL,20200116,twap,2.880344597393414,-0.5294996891349435,0.8266097628459783,-0.3848454954620326,-18.227168073674097,0.6429534606348836,0.0019022360975550368,60,
AAPL,20200116,vwap_following,3.0452363543871095,-0.3645516904201457,0.8495415826945087,-1.4759314423715966,3.034368212596475,0.6362794316583879,0.0019022360975550368,12,
AAPL,20200116,ac_rn,2.880344597393414,-0.5294996891349435,0.8266097628459783,-0.3848454954620326,-18.227168073674097,0.6429534606348836,0.0019022360975550368,60,
AAPL,20200116,ac_ra,-10.41094192072059,-13.825319634771734,0.8152176975458917,0.9939356340673682,-18.227168073674097,0.6429534606348836,0.0019022360975550368,60,
AAPL,20200116,pov_auto,3.0452363543871095,-0.3645516904201457,0.8495415826945087,-1.4759314423715966,3.034368212596475,0.6362794316583879,0.0019022360975550368,12,
AAPL,20200116,pov_5pct_cap,3.0452363543871095,-0.3645516904201457,0.8495415826945087,-1.4759314423715966,3.034368212596475,0.6362794316583879,0.0019022360975550368,12,
AAPL,20200116,toth,3.0387831007374957,-0.371007145162759,0.8495092330163989,-1.4746297950130742,3.034368212596475,0.6362794316583879,0.0019022360975550368,12,
AAPL,20200116,ac_ml,-3.5628953809943718,-6.974937345032286,0.8145723057533754,0.11345497434407018,-18.227168073674097,0.6429534606348836,0.0019022360975550368,60,50.0
