ticker,date,strategy,is_bps,vwap_slip_bps,eff_spread_bps,realized_spread_bps,markout_60s_bps,reversion_5m_bps,price_var,pov_pct,schedule_rmse,hit_ratio_nbbo,n_fills,oversize_count,null_nbbo_count
AAPL,20200113,twap,31.39267567826309,0.9966278504428706,0.8975961947647085,-2.6333887188737797,-0.05347742878707662,7.37108611351531,0.3335382562189551,0.0021632323190369637,0.0,1.0,60,16,0
AAPL,20200113,vwap_following,30.58537053014886,0.18686108606717625,0.9043066527280919,-0.569963839370242,0.25091095128160906,-1.9226455602910333,0.3352735201791756,0.0021632323190369637,0.0,1.0,12,11,0
AAPL,20200113,ac_rn,31.39267567826309,0.9966278504428706,0.8975961947647085,-2.6333887188737797,-0.05347742878707662,7.37108611351531,0.3335382562189551,0.0021632323190369637,0.0,1.0,60,16,0
AAPL,20200113,ac_ra,21.21464864346759,-9.212433789937672,0.8814148211787577,-12.034209132273874,-1.376497491224854,7.37108611351531,0.3335382562189551,0.0021632323190369637,0.0,1.0,60,18,0
AAPL,20200113,pov_auto,30.58537053014886,0.18686108606717625,0.9043066527280919,-0.569963839370242,0.25091095128160906,-1.9226455602910333,0.3352735201791756,0.0021632323190369637,0.0,1.0,12,11,0
AAPL,20200113,pov_5pct_cap,30.58537053014886,0.18686108606717625,0.9043066527280919,-0.569963839370242,0.25091095128160906,-1.9226455602910333,0.3352735201791756,0.0021632323190369637,0.0,1.0,12,11,0
AAPL,20200113,toth,30.585178793978315,0.18666876525911705,0.9043386819303942,-0.5709245894792438,0.25062249282628546,-1.9226455602910333,0.3352735201791756,0.0021632323190369637,0.0,1.0,12,11,0
AAPL,20200114,twap,-71.42217477213511,-2.182067920845275,0.9390567155706638,7.832574989284379,1.520952269949331,1.9000570017083234,0.8072327529988611,0.001317837149855611,0.0,1.0,60,13,0
AAPL,20200114,vwap_following,-69.12056217732295,0.10372129776145365,0.787184301683097,8.438018244990579,2.938665319299991,-10.142309277043301,0.8201824445964637,0.001317837149855611,0.0,1.0,12,12,0
AAPL,20200114,ac_rn,-71.42217477213511,-2.182067920845275,0.9390567155706638,7.832574989284379,1.520952269949331,1.9000570017083234,0.8072327529988611,0.001317837149855611,0.0,1.0,60,13,0
AAPL,20200114,ac_ra,-49.88323028874364,19.208798288036984,1.07730195196623,30.47588785755951,5.094948569427865,1.9000570017083234,0.8072327529988611,0.001317837149855611,0.0,1.0,60,15,0
AAPL,20200114,pov_auto,-69.12056217732295,0.10372129776145365,0.787184301683097,8.438018244990579,2.938665319299991,-10.142309277043301,0.8201824445964637,0.001317837149855611,0.0,1.0,12,12,0
AAPL,20200114,pov_5pct_cap,-69.12056217732295,0.10372129776145365,0.787184301683097,8.438018244990579,2.938665319299991,-10.142309277043301,0.8201824445964637,0.001317837149855611,0.0,1.0,12,12,0
AAPL,20200114,toth,-69.12327108165123,0.10103101690281731,0.787184044854036,8.438266535135101,2.938314280119118,-10.142309277043301,0.8201824445964637,0.001317837149855611,0.0,1.0,12,12,0
AAPL,20200115,twap,26.012176753185162,2.131806615426098,0.921951960595856,-2.8007137381576364,0.15069522061877128,11.925963617860322,0.33561664302213573,0.002299264970974079,0.0,1.0,60,16,0
AAPL,20200115,vwap_following,24.779978119896914,0.8966577720546187,0.9569220229729436,-3.2318912278903387,1.1947546193755059,6.998791117896878,0.286180436830065,0.002299264970974079,0.0,1.0,12,12,0
AAPL,20200115,ac_rn,26.012176753185162,2.131806615426098,0.921951960595856,-2.8007137381576364,0.15069522061877128,11.925963617860322,0.33561664302213573,0.002299264970974079,0.0,1.0,60,16,0
AAPL,20200115,ac_ra,16.340790537647628,-7.562735461805385,0.9021778224667509,-3.5234175082713066,-0.5180928399168085,11.925963617860322,0.33561664302213573,0.002299264970974079,0.0,1.0,60,17,0
AAPL,20200115,pov_auto,24.779978119896914,0.8966577720546187,0.9569220229729436,-3.2318912278903387,1.1947546193755059,6.998791117896878,0.286180436830065,0.002299264970974079,0.0,1.0,12,12,0
AAPL,20200115,pov_5pct_cap,24.779978119896914,0.8966577720546187,0.9569220229729436,-3.2318912278903387,1.1947546193755059,6.998791117896878,0.286180436830065,0.002299264970974079,0.0,1.0,12,12,0
AAPL,20200115,toth,24.779978119896914,0.8966577720546187,0.9569220229729436,-3.2318912278903387,1.1947546193755059,6.998791117896878,0.286180436830065,0.002299264970974079,0.0,1.0,12,12,0
