venue,naive_pct,sor_pct,diff_bps
NASDAQ,49.67414559189111,59.25482549989659,958.0679908005479
BATS,20.28087431563106,16.40953473658831,-387.13395790427484
ARCA,13.376917936812871,12.382409602832398,-99.45083339804734
EDGX,12.842474870515911,11.953230160682697,-88.92447098332131
IEX,3.8255872851490493,0.0,-382.55872851490494
