window,ticker,strategy,is_bps,vwap_slip_bps,eff_spread_bps,markout_60s_bps
open,BIIB,rl_v4,20.779921705095912,14.669015038387956,17.856595247506203,7.793844099842985
open,BKNG,twap,23.967431762538123,22.761241937711084,15.890965620292887,8.541168282903891
open,BKNG,ac_ra,20.590667629414558,19.38406952419044,21.946883091882828,13.218726658194006
open,BKNG,vwap_following,22.681506657817444,21.475161353368,15.442164630186351,8.699497165242388
open,BKNG,pov_5pct_cap,22.685532710461136,21.479187892796766,15.444597533384073,8.701968938408136
open,BKNG,toth,25.749854736325418,24.54388042206732,23.092895091978644,15.19533989348039
open,BKNG,rl_v4,15.593859783483104,14.386657520369655,24.275816497002236,12.001007429961009
open,BMRN,twap,-26.338765876137913,19.048777777292056,15.093157946375754,7.482824538631527
open,BMRN,ac_ra,-26.76419017646313,18.625279300984268,21.02899926603734,9.980148970842148
open,BMRN,vwap_following,-26.58435427672526,18.804301113951247,15.77750425792846,6.578291225191492
open,BMRN,pov_5pct_cap,-26.58435427672526,18.804301113951247,15.77750425792846,6.578291225191492
open,BMRN,toth,-26.58435427672526,18.804301113951247,15.77750425792846,6.578291225191492
open,BMRN,rl_v4,-23.374845453523548,21.99928103231335,25.175262619779904,12.861091208355322
open,CDNS,twap,63.97563133891658,47.172597522362686,7.173737643355476,2.579786507933737
open,CDNS,ac_ra,68.45293036552567,51.657468209845355,10.809672731756327,0.9764039963053491
open,CDNS,vwap_following,68.32645837587611,51.53078234057552,8.19242704230573,5.229394630402688
open,CDNS,pov_5pct_cap,68.32604996256288,51.530373236585355,8.192152712714185,5.229736973446556
open,CDNS,toth,68.32645837587611,51.53078234057552,8.19242704230573,5.229394630402688
open,CDNS,rl_v4,73.34272683956256,56.55553392844734,11.383654969778718,3.471158071637171
open,CDW,twap,227.54830686138598,67.43028320152011,15.42948181998817,2.934140170873855
open,CDW,ac_ra,161.4801549230753,0.27962891401392864,21.232611635575857,-2.11028531488966
open,CDW,vwap_following,187.89695483778848,27.129258371054952,18.871507998436062,-11.104378631565085
open,CDW,pov_5pct_cap,187.89318835944718,27.12543018035249,18.87904715325577,-11.104605162151735
open,CDW,toth,187.84237643463365,27.073785720855224,18.876591951988406,-11.118100036192583
